-279.87,410.87
-278.06,458.3
-276.25,505.73
-259.39,350.75
-254.64,549.39
-235.46,441.65
-235.43,316.22
-233.02,593.04
-227.36,476.49
-226.63,401.53
-219.26,511.32
-218.2,363.24
-215.83,287.96
-196.41,309.2
-195.13,341.49
-190.1,279.9
-187.97,635.04
-187.44,567.29
-179.26,326.52
-176.32,296.91
-170.61,273.79
-168.76,316.63
-161.71,287.84
-161.41,301.83
-159.89,654.01
-159.68,586.96
-158.36,312.84
-155.6,274.87
-149.43,296.88
-149.37,309.57
-149.13,285.45
-143.29,275.76
-140.21,306.23
-137.74,290.19
-131.91,606.62
-131.8,672.98
-131.6,276.6
-130.57,302.72
-125.62,288.6
-120.63,299.11
-120.43,277.41
-113.28,287.1
-111.19,295.67
-110.55,278.12
-103.55,292.89
-103.03,278.66
-102.98,284.93
-97.816,290.8
-97.224,279.08
-114.71,627.23
-92.938,289.03
-92.383,284.2
-91.838,279.47
-64.072,625.89
-126.59,603.73
-134.26,574.59
-93.975,570.63
-53.515,560.53
-204.55,595.33
-201.11,620.43
-195.39,570.22
-139.32,539.51
-184.95,648.9
-183.81,606.74
-183.05,587.77
-180.34,570.56
-173.56,626.41
-168.83,570.83
-167.17,584.11
-167.13,599.29
-165.4,652.66
-54.614,518.62
-97.661,511.2
-158.04,574.55
-142.24,499.43
-155.42,612.37
-153.76,590.65
-149.34,633.48
-147.96,656
-147.87,578.06
-142.11,602.4
-137.18,523.45
-136.64,588.97
-135.46,648.5
-133.98,619.78
-132.85,708.91
-130.5,699.15
-129.96,549.47
-128.31,690.06
-53.948,489.38
-124.71,679.55
-123.45,718.59
-123.5,641.33
-123.05,602.17
-122.86,512.49
-121.14,669.09
-139.87,457.1
-117.37,700.75
-117.18,566.05
-115.08,687.54
-114.45,624.66
-112.98,662.78
-113.08,649.26
-110.94,676.48
-110.7,731.72
-111.59,533.78
-108.54,501.52
-104.22,655.99
-103.71,583.46
-102.32,710.04
-89.462,457.35
-99.893,689.65
-99.471,670.58
-99.526,608.95
-94.921,635.86
-93.306,732.7
-49.359,466.41
-91.279,547.84
-89.837,500.97
-88.425,567.78
-86.502,657.41
-85.142,525.23
-83.817,679.07
-123.49,416.53
-79.649,706.98
-80.389,591.56
-75.562,733.7
-75.457,616.31
-71.132,500.43
-69.81,639.88
-64.66,688.55
-64.621,664.2
-65.412,569.31
-64.029,516.73
-61.203,551.3
-57.131,596.39
-56.925,533.03
-28.629,459.83
-50.104,620.89
-48.953,712.44
-96.367,382.6
-44.895,693.72
-45.131,646.4
-43.78,576.26
-40.789,675.03
-50.798,412.11
-34.89,601.82
-25.764,627.42
-25.436,582.12
-22.394,654.85
-15.752,602.16
-11.032,586.7
-7.2475,677.31
-12.178,512.38
-11.771,485.14
-6.4327,452.93
-6.3302,617.97
-51.058,351.89
-6.2568,533.81
-1.8332,642.18
-1.3596,584.74
1.3191,601.82
-0.54651,553.27
4.2468,569.71
8.0379,582.81
12.207,622.96
13.688,592.53
16.636,667.55
18.607,692.66
17.695,606.57
-3.3842,385.03
18.706,559.47
-25.917,136.45
12.261,428.39
18.031,511.08
20.123,539.25
-22.293,152.26
25.905,644.49
-21.922,122.84
24.646,576.51
-18.762,112.08
-18.165,170.27
26.457,476.18
32.237,594.26
-10.991,64.514
-0.98385,336.5
38.572,619.16
-8.7108,112.5
-8.4342,139.33
39.111,555.1
-5.8668,48.313
44.318,707.98
-4.8601,124.75
45.905,680.34
42.944,532.28
-0.34895,30.864
0.99988,112.9
1.2593,160.36
2.4049,78.307
49.716,574.89
48.58,506.49
7.2202,137.45
54.821,597.52
8.2405,189.28
9.1999,121.32
9.5423,63.264
58.908,650.08
12.834,89.045
44.728,413.34
50.787,453.14
24.301,303.27
16.017,149.95
16.878,77.763
17.458,129.8
63.728,551.93
20.479,44.282
64.569,527.53
21.367,169.16
62.149,483.95
22.008,92.491
73.422,696.58
25.618,138.73
73.317,618.25
25.847,65.336
26.757,14.116
27.596,126.09
28.4,153.47
29.027,81.973
50.62,369.88
31.413,96.023
78.527,581.8
75.043,507.13
34.554,109.34
84.643,677.64
36.229,144.55
37.649,122.41
38.303,180.6
40.105,73.138
45.726,272.43
40.649,160.23
79.385,468.17
41.473,133.58
76.773,442.36
42.883,35.469
43.507,55.42
43.625,14.841
88.02,529.58
89.42,555.11
44.189,87.723
56.803,323.75
45.474,106.04
46.982,145.98
89.89,491.65
78.738,410.37
99.314,652.81
93.697,509.96
52.291,172.92
52.775,124.01
55.488,154.56
55.712,137.44
96.881,476.02
58.955,71.075
59.306,109.95
59.458,92.904
107.99,607.58
60.492,15.568
98.141,459.77
63.134,166.97
105.48,504.16
108.27,519.65
106.29,494.56
111.37,538.89
100.47,440.14
107.03,484.95
67.093,154.18
67.399,43.965
67.754,142.92
68.913,118.67
115.36,565.92
69.459,130.8
72.389,89.044
72.999,104.21
111.79,471.38
90.274,343.07
75.76,161.28
105.98,416.49
80.734,250.55
100.34,381.24
79.069,149.69
120.02,483.84
116.33,455.53
89.615,295.51
80.691,170.9
82.129,95.64
82.42,120.08
84.14,136.32
85.885,107.14
86.531,83.851
87.015,179.41
128.58,488.18
88.424,162.84
122.08,435.16
128.33,470.59
90.459,150.59
90.46,71.486
93.685,95.47
95.323,190.36
95.603,55.331
138.33,493.12
98.579,124.14
98.706,108.81
127.68,406.78
135.11,450.33
101.34,142.27
101.61,83.54
120.46,353.78
102.63,160.26
143.94,480.17
117.98,324.64
110.51,265.86
108.22,233.8
106.78,205.34
107.29,97.127
150.85,499.48
146.4,464.5
110.51,68.027
142.46,428.95
111.8,176.18
135.39,378.32
117.29,39.404
118.27,111.17
129.15,298.23
119.29,129.46
120.31,147.99
121.6,87.569
166.85,507.6
149.03,399.77
141.75,356.16
140.32,337.53
129.93,245.35
160.97,447.83
130.82,219.21
168.73,478.12
130.62,190.16
130.94,62.371
161.5,418.6
134.6,110.08
156.38,361.27
149.97,321.47
154.16,344.04
160.08,378.36
137.45,162.54
146.07,272.15
188.14,518.41
168.05,395.3
143.12,38.003
143.98,83.348
165.34,349.41
151.32,205.12
181.73,430.62
161.26,303.46
173.05,363.1
152.92,108.86
157.41,240.67
154.07,52.334
156.19,177.74
184.23,405.77
194.36,455.49
182.82,378.84
179.16,350.31
206.08,489.13
165.02,66.664
166.69,90.102
175.46,281.84
187.08,347.09
173.49,217.43
190.84,360.15
172.41,188
224.57,535.12
201.05,391.38
195,343.88
210.06,421.03
206.69,368.98
189.96,199.01
207.24,351.54
205.71,334.92
198.84,242.7
223.64,387.79
239.24,453.67
221,341.93
218.38,324.25
229.13,360.4
253.39,499.94
243.45,414.29
267.17,554.45
235.62,309.5
241.61,330.55
254.34,381.98
257.3,349.45
250.76,296.77
299.87,515.69
291.58,465.48
284.81,415.1
269.56,281.01
278.66,322.55
287.71,367.11
330.96,553.27
331.37,436.78
289.09,161.87
342.42,490.83
314.27,342.49
300.39,269.29
307.56,302.21
324.87,387.4
299.42,175.84
301.02,144.07
367.06,538.67
309.85,189.85
325.83,280.52
313.06,126.21
324.67,260.01
336.36,322.07
320.5,203.93
323.66,152.73
341.81,297.11
331.17,217.69
331.38,178.16
329.16,18.97
339.97,262.93
357.87,357.05
329.86,115.76
378.18,452.81
368.67,404.72
331.21,37.127
333.26,55.288
347.05,278.19
389.81,492.72
399.72,525.37
346.3,231.35
340.77,132.71
351.51,265.13
347.67,202.83
344.68,1.8479
365.11,317.01
345.93,105.93
347.17,77.741
363.03,289.9
349.72,154.94
361.62,267.05
357.98,241.44
353.61,44.911
356.13,178.23
364.72,258.4
358.65,118.77
367.93,249.65
360.77,135.23
360.73,23.123
366.77,222.17
375.37,277.69
363.15,97.56
363.48,61.663
377.01,261.35
418.77,468.44
367.01,-2.869
367.39,80.082
410.94,424.76
375.02,241.37
371.16,197.28
370.53,145.92
394.91,339.24
428.67,503.24
388.3,299.6
405.73,381.14
372.12,124.46
432.48,593.92
372.03,43.051
373.98,158.21
373.7,111.39
378.43,173.38
378.28,134.52
378.82,72.83
380.7,59.683
393.18,273.72
441.97,622.55
391.43,252.73
382.44,93.466
388.93,231.25
443.26,580.94
383.91,49.388
385.16,124.46
385.29,109.39
390.2,208.98
387.15,11.532
387.38,26.24
387.56,37.722
389.29,134.37
390.25,68.434
390.87,80.449
439.3,443.07
447.61,488.62
444.8,468.48
453.1,569.07
393.88,145.32
395.97,184.33
394.69,115.66
396.81,102.77
397.08,60.523
398.17,127.23
398.86,90.148
459.21,594.34
418.74,317.03
414.48,287.06
409.49,242.17
413.02,262.05
402.89,73.285
463.83,644.29
404.4,152.71
445.91,404.52
405.48,53.843
460.42,478.68
411.33,221.24
467.13,565.17
407.89,114.28
468.92,619.36
459.23,457.4
409.01,83.642
409.74,133.71
410.21,99.242
414.37,195.43
412.23,63.118
462.67,435.37
415.74,45.682
445.77,354.89
477.68,578.44
470.78,470.56
478.04,562.14
418.54,162.65
479.17,597.22
419.7,83.173
420.57,72.68
421.71,101.71
423.77,119.32
474.01,452.98
435.29,270.56
481.24,504.54
433.45,243.45
432.32,215.68
428.49,59.325
428.99,138.45
428.94,40.34
484.41,486.71
489.44,565.68
445.75,300.41
491.11,634.16
430.4,82.701
491.55,611
489,517.05
486.74,472.12
433.87,104.34
494.23,585.44
478.03,415.97
435.72,71.505
485.7,437.26
496.76,529.83
489.41,456.64
499.98,568.95
496.16,497.14
440.6,85.471
442.55,114.53
482.4,386.98
503.58,541.27
504.43,559.94
444.69,33.975
445.18,154.06
501.32,481.63
507.13,621.25
507.65,600.44
448.09,74.034
448.73,57.854
457.82,262.24
509.02,550.8
510.73,581.85
452,88.568
458.2,233.53
506.26,464.44
453.96,127.93
512.84,526.04
475.25,324.5
514.67,565.92
512.91,505.73
518.52,670.3
507.43,441.36
519.51,684.16
520.33,610.51
520.77,701.55
473.13,289.22
461.92,80.301
522.67,593.69
506.86,411.81
522.9,543.85
524.82,660.63
496.66,356.14
467.41,42.871
527.75,577.99
530.25,652.28
524.49,482.37
529.46,559.66
531.1,601.37
531.36,612.82
477.27,242.51
534.79,672.9
473.96,70.259
482.27,267.73
533.77,528.25
537.68,644.41
539.03,590.23
531.67,458.6
519.2,382.76
541.33,661.29
537.87,505.37
541.64,614.99
496.26,303.13
542.46,689.85
542.16,604.58
543.39,625.76
544.67,650.13
545.11,636.56
532.61,427.75
546.25,711.72
545.77,571.77
511.28,328.17
549.01,549.5
551.3,599.93
495.93,251.4
554.93,674.41
554.7,586.72
555.06,614.49
539.38,402.14
556.47,654.88
557.34,631.34
506.11,278.75
557.68,524.69
532.27,348.25
540.67,369.78
559.36,487.05
519.82,303.58
566.48,600.05
559.64,444.99
569.33,643.79
569.57,573.66
551.75,385.86
514.14,256.61
573.87,621.27
574.98,667.74
575.45,546.37
576.84,698.23
565.02,417.8
539.17,319.22
559.94,372.65
556.35,356.25
531.89,286.67
568.84,396.98
586.23,599.15
588.97,646.79
571.08,383.04
557.15,337.34
570.1,365.05
531.37,261.1
594.64,569.43
578.52,375.51
599.33,675.1
574.31,348.24
563.19,317.23
579.53,360.25
555.55,296.5
585.84,367.86
549.43,272.2
528.08,236.07
522.28,224.13
610.14,605.06
518.47,214.88
580.57,328.53
591.1,355.99
597.42,369.7
519.25,205.2
617.42,565.69
591.02,342.4
619.61,627.92
520.34,195.6
550.97,247.92
602.43,359.59
623.05,585.01
539.96,227.06
608.75,371.42
533.48,212.62
582.07,302.89
571.64,273.72
529.17,199.22
604.8,347.28
618.59,375.66
632.58,564.67
613.85,358.25
529.97,183.12
604.06,328.66
539.04,199.18
632.74,381.35
556.97,224.42
640.33,609.78
640.35,583.06
644.29,563.89
627.11,360
619.69,342.18
645.54,642.49
607.55,306.53
554.25,203.42
546.64,185.72
598.2,278.25
652.61,578.68
581.6,243.14
653.58,567.37
653.25,389.44
542.29,166.94
654.14,593.41
645.48,363.69
639.52,343.07
662.87,570.85
632.73,319.8
665.82,625.91
576.65,209.6
667.43,580.61
565.17,181.83
669.86,608.52
673.39,593.35
629.28,289.22
668.85,366.55
662.14,348.45
616.2,252.82
566.6,151.54
688.8,375.87
663.87,326.59
590.27,189.53
581.87,168.57
607.74,217.42
690.18,346.77
648.8,264.81
583.91,145.04
667.9,293.61
613.01,188.26
602.92,165.34
645.06,230.24
698.23,315.3
723.23,361.05
600.7,138.75
719.54,334.26
638.73,199.05
620.26,153.27
629.84,171.99
680.95,250.62
738.41,348.86
617.68,132.63
710.59,277.43
735.92,304.69
676.25,209.01
641.57,149.73
654.64,176.02
756.44,334.29
634.3,126.8
716.06,232.95
653.16,125.58
663,150.24
774.26,310.76
679.89,174.49
759.07,255.13
712.13,193.23
670.55,124.76
683.17,147.06
797.53,277.26
704.23,163.99
749.75,203.99
688.24,124.35
704.05,142.5
820.42,236.59
736.61,160.98
792.02,201.44
701.39,120.44
721.36,134.69
771.18,168.54
838.82,191.3
709.01,112.7
760.06,136.59
736.59,122.27
805.95,160.41
785.42,141.72
722.57,100.89
832.5,160.53
759.28,108.94
739.27,92.907
803.1,128.55
782.56,114.53
827.65,136.9
755.97,84.927
819.55,114.71
777.26,88.134
798.54,91.341
