7,12,4
673,682,666
73,58,57
54,57,58
72,58,73
20,16,21
14,7,13
14,20,22
13,16,14
16,20,14
11,5,3
750,745,737
758,745,750
750,763,758
755,763,750
629,595,623
623,656,629
656,623,635
635,611,619
623,611,635
73,97,111
354,371,379
318,324,309
3,2,9
9,11,3
8,5,18
5,11,18
18,17,8
18,26,17
802,800,798
804,802,798
794,797,791
369,362,377
377,362,370
411,414,406
388,398,394
388,392,398
403,406,414
394,398,403
398,406,403
379,371,393
395,379,393
414,433,408
408,403,414
402,403,408
408,410,402
574,549,586
537,549,574
547,521,529
682,673,696
658,673,666
613,610,634
794,791,789
789,791,786
756,753,760
770,769,775
457,443,464
428,443,457
493,457,464
548,532,550
626,619,605
221,192,194
265,255,223
223,255,207
111,117,90
90,72,73
73,111,90
593,591,611
593,623,595
593,611,623
611,591,601
605,619,601
619,611,601
130,139,143
313,327,341
341,327,346
343,368,371
343,324,318
343,341,368
382,388,394
380,388,382
231,279,265
265,223,231
171,158,186
186,229,171
44,47,42
41,39,37
44,42,41
41,42,39
6,2,1
6,9,2
35,25,17
17,26,35
36,25,35
743,750,737
743,748,755
755,750,743
737,717,719
719,743,737
729,743,719
782,784,788
795,788,792
792,788,784
792,800,795
792,798,800
804,798,799
799,803,804
533,473,470
302,327,313
346,327,337
337,355,346
444,422,425
430,414,411
411,422,430
430,433,414
430,444,470
430,422,444
470,473,430
473,433,430
375,381,377
377,370,375
381,386,385
377,381,385
398,392,399
399,406,398
371,368,389
389,393,371
389,382,394
368,382,389
402,393,389
394,403,389
389,403,402
402,410,401
401,393,402
401,410,407
401,407,395
395,393,401
522,534,502
466,433,473
524,516,484
502,534,510
510,488,502
475,488,510
484,475,510
510,524,484
437,471,438
447,425,436
444,425,447
511,533,470
602,533,588
570,533,602
785,781,780
785,789,786
786,781,785
776,770,775
775,780,776
780,781,776
776,781,778
778,774,772
772,774,763
772,776,778
770,776,772
770,772,765
765,763,755
765,772,763
767,769,764
769,770,764
764,760,767
764,756,760
770,765,764
517,549,537
521,513,487
492,529,521
521,487,492
458,468,492
492,487,458
415,427,418
442,468,458
458,439,442
442,439,426
457,493,494
509,515,526
645,642,620
642,614,620
655,669,650
650,669,663
639,635,619
619,626,639
110,116,105
105,92,110
207,255,234
221,194,234
234,194,207
169,194,192
207,194,178
217,195,201
284,229,250
250,186,211
229,186,250
288,229,284
121,115,130
82,95,106
106,95,107
107,122,106
63,60,67
119,122,107
129,122,119
135,122,137
166,178,160
360,341,346
368,341,360
360,382,368
324,343,336
371,354,336
336,343,371
325,343,318
341,343,325
313,341,325
303,325,318
313,325,303
215,217,247
195,217,215
124,111,97
146,158,171
146,141,158
146,156,138
138,117,146
146,117,111
111,124,146
146,124,141
284,319,316
316,288,284
329,288,316
239,250,211
287,321,320
361,353,374
320,353,332
332,353,361
46,47,44
22,20,24
37,39,34
39,38,34
10,6,1
1,4,10
4,12,10
40,38,39
39,42,40
42,43,40
613,634,641
646,622,641
717,696,697
697,719,717
722,716,703
748,743,741
741,743,729
748,741,749
749,741,742
753,756,749
746,753,749
749,742,746
746,742,738
787,792,784
758,763,768
763,774,768
768,761,758
790,791,796
796,799,790
796,797,801
796,791,797
801,803,796
803,799,796
771,762,773
773,784,782
773,762,761
761,768,773
766,762,771
714,696,717
735,739,721
362,369,351
369,355,351
351,337,329
355,337,351
312,337,327
312,302,286
327,302,312
329,337,312
286,288,312
312,288,329
413,425,422
413,422,411
390,386,391
390,385,386
392,385,390
392,388,383
383,385,392
383,388,380
377,385,383
383,369,377
380,369,383
536,552,534
534,522,536
463,471,437
432,408,433
433,466,432
437,410,432
410,408,432
432,463,437
466,463,432
518,466,473
570,561,518
473,533,518
518,533,570
501,520,500
471,463,500
500,463,501
516,524,554
560,582,577
534,552,560
556,577,576
576,554,556
556,554,524
556,560,577
407,410,417
417,410,437
437,438,417
449,447,436
444,447,472
470,444,472
472,511,470
546,521,547
546,513,521
588,533,553
533,511,553
586,549,569
588,622,631
631,602,588
631,622,646
646,658,631
570,602,618
756,764,757
757,764,765
757,765,755
755,748,757
748,749,757
757,749,756
542,569,549
549,517,527
527,542,549
503,508,527
527,517,503
496,508,503
505,508,490
508,496,490
452,479,468
468,442,452
452,442,427
452,427,448
448,477,452
452,477,479
504,492,468
468,479,504
529,492,504
423,418,427
423,442,426
427,442,423
507,515,497
528,506,509
509,526,528
590,587,557
614,587,590
590,620,614
576,577,594
615,626,605
650,663,647
647,663,653
680,663,669
166,162,170
194,169,168
168,178,194
168,169,153
153,160,168
168,160,178
187,223,207
207,178,187
187,170,184
187,178,166
166,170,187
320,332,292
292,332,319
250,239,292
292,319,284
284,250,292
292,287,320
239,287,292
254,288,286
229,288,254
174,146,171
156,146,174
130,115,128
115,114,128
128,139,130
109,114,94
115,121,108
78,67,76
99,106,118
118,106,122
118,122,135
82,106,88
88,106,99
81,83,94
64,60,59
64,67,60
134,122,129
134,137,122
154,155,175
175,195,176
201,195,175
176,159,175
159,154,175
183,155,156
156,174,183
183,174,210
183,175,155
201,175,183
183,219,201
210,219,183
150,160,153
127,116,125
116,110,125
125,110,112
130,143,132
132,121,130
367,369,380
367,355,369
380,382,367
382,360,367
346,355,367
367,360,346
318,309,300
300,303,318
291,302,313
313,303,291
270,256,269
270,272,247
247,256,270
248,215,247
247,272,248
248,272,279
279,231,248
231,215,248
195,215,190
176,195,190
204,182,198
182,177,198
428,457,434
349,332,361
319,332,349
366,344,352
344,366,359
53,52,49
47,46,49
49,52,47
12,7,15
7,14,15
29,34,33
33,34,38
73,57,62
57,56,62
57,54,55
55,56,57
729,719,707
689,703,698
675,696,673
675,697,696
673,658,675
742,741,731
731,716,722
731,741,729
722,738,731
731,738,742
779,787,784
779,768,774
784,773,779
779,773,768
783,774,778
783,779,774
787,779,783
778,781,783
783,781,786
790,787,783
783,791,790
786,791,783
798,792,793
792,787,793
793,787,790
790,799,793
793,799,798
777,773,782
771,773,777
666,682,672
682,687,672
694,702,700
711,706,700
700,702,711
734,727,714
734,714,717
737,745,734
734,717,737
712,727,725
725,711,712
712,711,702
721,706,724
724,735,721
706,711,724
724,711,725
761,762,751
348,351,329
362,351,348
425,413,419
419,429,436
436,425,419
397,399,392
392,390,397
397,390,391
405,413,411
399,397,405
405,397,400
404,413,405
405,400,404
411,406,405
406,399,405
564,587,571
557,587,564
531,518,561
531,563,543
561,563,531
575,558,585
592,617,585
551,558,575
632,614,642
642,655,632
650,630,632
632,655,650
571,587,600
600,581,571
600,587,614
614,632,600
566,560,552
582,560,566
534,560,538
560,556,538
538,510,534
524,510,538
538,556,524
450,439,458
483,472,459
459,472,447
447,449,459
512,472,483
511,472,512
512,553,511
584,546,547
596,622,588
588,553,596
613,641,596
596,641,622
583,578,597
643,658,666
643,631,658
602,631,643
643,618,602
599,563,561
592,563,599
599,561,570
570,618,599
579,550,573
579,548,550
579,573,603
579,562,548
578,562,579
603,612,579
612,597,579
597,578,579
559,542,541
569,542,559
523,508,505
523,527,508
542,527,523
505,506,523
506,528,523
541,542,523
523,528,541
474,456,454
480,456,474
474,490,480
424,416,420
448,427,424
424,427,415
415,416,424
454,456,440
440,424,420
440,456,448
448,424,440
509,506,486
445,460,454
454,440,445
409,416,415
448,456,469
469,477,448
469,456,480
457,494,476
476,494,495
540,526,515
540,539,526
548,562,540
555,539,540
540,562,555
575,590,567
567,551,575
545,551,567
557,545,567
567,590,557
637,625,621
640,625,637
653,640,637
637,647,653
639,640,649
649,640,653
653,664,649
635,639,654
654,664,671
639,649,654
654,649,664
656,635,654
654,671,656
692,680,669
98,110,92
98,92,86
86,87,98
112,110,98
98,87,89
167,170,162
167,180,184
184,170,167
163,159,176
180,164,172
