0,356,-0.00811969
0,357,-0.0207746
0,968,-0.0195388
0,969,-0.00430029
0,972,-0.0168741
0,973,0.010885
1,92,-0.0123303
1,93,-0.0206142
1,356,-0.0150104
1,357,0.0216555
1,360,-0.021519
1,361,0.00500318
2,40,-0.0160805
2,41,-0.0149453
2,92,-0.00766726
2,93,0.0213759
2,96,-0.017956
2,97,0.00417478
3,0,-0.0273178
3,1,0.010012
3,972,-0.00310429
3,973,-0.0176906
3,976,-0.0227624
3,977,-0.00500977
4,40,-0.0023616
4,41,0.024076
4,100,-0.010112
4,101,-0.0179003
4,104,-0.0175381
4,105,0.00997101
5,356,0.0231301
5,357,-0.000880929
5,360,0.0112336
5,361,-0.0313187
5,968,0.00454933
5,969,0.0259255
6,0,0.00725563
6,1,-0.0239263
6,24,-0.0220074
6,25,0.0201205
6,1848,-0.0149032
6,1849,-0.0158051
6,1852,-0.0254446
6,1853,0.00101122
7,100,-0.0070308
7,101,0.0263878
7,108,-0.0220351
7,109,-0.000172893
8,92,0.0199976
8,93,-0.000761623
8,96,0.00288155
8,97,-0.0293768
8,360,0.0102853
8,361,0.0263155
9,968,0.0149895
9,969,-0.0216253
9,972,0.0199784
9,973,0.00680564
9,976,-0.0074242
9,977,0.0244822
10,40,0.0184421
10,41,-0.00913077
10,96,0.0150745
10,97,0.025202
10,104,0.00561036
10,105,-0.0210566
11,0,0.0200621
11,1,0.0139143
11,976,0.0301866
11,977,-0.0194724
11,1848,-0.0173078
11,1849,0.0276105
12,24,-0.00727167
12,25,-0.0404273
12,32,-0.0416774
12,33,-0.00897146
13,24,0.0292791
13,25,0.0203068
13,28,-0.0403171
13,29,0.0154615
13,32,0.0114657
13,33,0.0365928
13,36,-0.0332842
13,37,0.02696
13,1852,0.0199127
13,1853,-0.031766
13,2872,-0.0281521
13,2873,-0.0298557
13,2876,-0.0281521
13,2877,-0.0298558
14,1848,0.032211
14,1849,-0.0118054
14,1852,0.00553186
14,1853,0.0307548
14,2876,-0.0325764
14,2877,0.0322693
15,20,-0.0556074
15,21,-0.0137268
15,32,0.0302116
15,33,-0.0276214
15,36,-0.0240367
15,37,-0.0392989
16,108,0.00837589
16,109,0.0148271
16,112,-0.0103957
16,113,0.0146798
16,364,-0.0254541
16,365,-0.0150253
16,368,-0.0103957
16,369,0.0146798
17,100,0.0171428
17,101,-0.00848746
17,104,0.0119277
17,105,0.0110856
17,108,0.0136592
17,109,-0.0146542
17,112,-0.0254214
17,113,-0.0149608
18,2872,-0.0211152
18,2873,0.0786585
18,2876,0.0607285
18,2877,-0.00241347
19,20,0.0146866
19,21,0.0468724
19,28,0.015182
19,29,-0.0565561
19,36,0.0573209
19,37,0.0123389
19,956,-0.0576194
19,957,-0.028637
19,2860,-0.0491296
19,2861,0.0311192
19,2864,-0.0675401
19,2865,0.00146678
20,20,0.0409208
20,21,-0.0331456
20,2856,-0.0644245
20,2857,-0.030354
20,2860,-0.0317111
20,2861,-0.051075
21,28,0.0251351
21,29,0.0410947
21,956,-0.0191379
21,957,0.0580732
21,2872,0.0492673
21,2873,-0.0488028
21,3680,-0.0872823
21,3681,0.0242052
22,2856,-0.00537228
22,2857,0.074564
22,2860,0.0808408
22,2861,0.0199557
22,2864,0.0237345
22,2865,-0.0720215
22,2868,-0.0292473
22,2869,-0.0708709
22,3672,-0.079892
22,3673,-0.00204594
22,3676,-0.0712035
22,3677,0.0435472
23,956,0.0767573
23,957,-0.0294361
23,2864,0.0438056
23,2865,0.0705547
23,2868,-0.0534722
23,2869,0.0726673
23,3680,-0.0300314
23,3681,-0.0825105
23,3688,-0.0833065
23,3689,0.00037375
23,3692,-0.0300312
23,3693,-0.0825105
24,364,0.0152639
24,365,0.0301105
24,372,-0.0356443
24,373,5.98835e-05
25,112,0.0358171
25,113,0.00028103
25,368,-0.0150257
25,369,-0.0296406
26,3680,0.117314
26,3681,0.0583053
26,3692,-0.0710538
26,3693,0.110543
27,2856,0.0697967
27,2857,-0.04421
27,3668,-0.0778329
27,3669,-0.0469701
27,3676,-0.016141
27,3677,-0.0847001
28,1856,-0.0938336
28,1857,-0.0144153
28,2868,0.0827194
28,2869,-0.00179643
28,3660,-0.0359981
28,3661,0.0865122
28,3672,0.0167437
28,3673,0.0878628
28,3684,-0.0286515
28,3685,-0.0787193
28,3688,0.0508274
28,3689,-0.0790759
29,3684,-0.0802896
29,3685,0.0792081
29,3688,0.0324791
29,3689,0.0787022
29,3692,0.101085
29,3693,-0.0280329
30,3660,-0.0508494
30,3661,-0.0887362
30,3664,-0.10449
30,3665,0.0401756
30,3668,-0.00712788
30,3669,0.0989311
30,3672,0.0631483
30,3673,-0.0858169
30,3676,0.0873445
30,3677,0.0411529
31,2852,-0.0828204
31,2853,-0.0374681
31,3664,0.034334
