17.772,
15.9109,
21.1741,
13.6771,
22.4701,
15.7681,
11.9274,
20.7082,
19.4251,
14.7102,
20.791,
13.0611,
9.35894,
9.28332,
10.5229,
7.61559,
22.8191,
17.4615,
8.56423,
6.67735,
5.86125,
7.95326,
6.21634,
6.36908,
20.3079,
19.9502,
6.29133,
5.52836,
4.70839,
5.06299,
4.70569,
3.94078,
4.78776,
3.99936,
18.1173,
18.0817,
2.8452,
3.13568,
1.93094,
1.67392,
1.21273,
-2.75429e-07,
0.019894,
-0.561707,
-1.47614,
-2.21403,
-2.05543,
-2.69104,
-4.06242,
-53.5703,
-3.70657,
-4.63241,
-7.62323,
-127.955,
-15.1412,
-156.113,
-234.592,
-333.895,
900.665,
900.692,
900.638,
-236.412,
900.722,
900.677,
900.657,
900.639,
900.698,
900.639,
900.654,
900.67,
900.726,
-626.48,
-370.84,
900.644,
-199.594,
900.684,
900.662,
900.705,
900.728,
900.648,
900.676,
900.654,
900.661,
900.717,
900.691,
900.713,
900.699,
900.686,
900.687,
-1350.16,
900.675,
900.727,
900.704,
900.683,
900.641,
900.665,
9.1913,
900.701,
900.703,
900.685,
900.694,
900.665,
900.692,
900.675,
900.744,
900.668,
900.628,
900.675,
900.708,
900.71,
42.3738,
900.685,
900.671,
900.7,
900.684,
900.742,
2674.13,
900.687,
900.628,
900.709,
900.664,
900.66,
900.666,
278.654,
900.696,
900.724,
900.739,
900.705,
900.628,
900.665,
900.655,
900.632,
900.734,
900.65,
900.7,
900.769,
900.673,
1357.23,
900.712,
900.69,
593.618,
900.644,
900.602,
900.837,
900.56,
895.639,
900.861,
900.668,
901.023,
900.427,
901.03,
901.392,
900.12,
945.948,
991.941,
1105.47,
900.774,
757.882,
925.36,
900.328,
902.029,
901.282,
913.531,
906.963,
903.198,
900.465,
902.01,
899.793,
899.583,
900.921,
847.202,
907.361,
768.69,
925.861,
923.667,
912.286,
768.71,
899.765,
768.674,
903.242,
768.663,
768.736,
918.066,
900.796,
768.594,
801.186,
899.586,
768.663,
768.693,
902.467,
768.581,
899.239,
768.675,
899.232,
901.729,
768.567,
768.662,
768.722,
768.606,
899.162,
895.602,
768.69,
898.49,
768.765,
768.671,
768.593,
898.827,
768.616,
843.856,
865.714,
786.935,
768.707,
768.606,
768.68,
894.649,
768.577,
889.556,
768.736,
871.664,
768.621,
898.974,
768.692,
897.639,
768.595,
768.555,
768.673,
768.713,
768.61,
806.778,
768.627,
894.893,
874.789,
768.649,
898.708,
768.699,
768.668,
768.755,
768.601,
778.456,
768.722,
839.361,
768.684,
823.688,
768.571,
768.585,
768.556,
881.357,
889.398,
768.618,
785.046,
768.644,
768.701,
850.672,
804.976,
898.054,
867.471,
768.743,
768.671,
768.711,
768.689,
823.411,
768.598,
768.651,
768.626,
895.693,
768.557,
805.482,
768.73,
858.822,
873.579,
844.086,
883.222,
790.474,
822.328,
768.708,
768.576,
768.696,
768.665,
890.1,
768.681,
768.62,
768.644,
787.628,
774.353,
768.712,
774.883,
772.178,
772.747,
768.703,
767.08,
771.462,
773.133,
768.712,
768.632,
768.669,
768.691,
768.649,
768.615,
768.697,
744.163,
768.707,
757.724,
751.221,
768.705,
768.6,
768.633,
768.671,
768.58,
724.977,
768.678,
768.654,
746.445,
740.585,
768.704,
768.616,
754.574,
768.705,
723.107,
762.965,
769.636,
769.176,
768.673,
768.637,
704.689,
723.519,
768.597,
729.702,
768.678,
736.705,
768.561,
768.659,
765.573,
768.691,
768.718,
768.623,
682.399,
720.026,
734.4,
748.916,
768.433,
705.984,
768.516,
691.682,
768.584,
768.59,
705.389,
768.655,
713.739,
759.126,
725.178,
706.299,
768.678,
766.894,
657.076,
696.237,
768.559,
768.618,
703.668,
768.351,
681.174,
763.969,
687.808,
768.652,
767.787,
768.578,
768.535,
676.839,
666.145,
675.224,
674.976,
649.575,
768.596,
768.626,
766.342,
657.006,
768.04,
658.452,
768.361,
622.812,
654.196,
641.777,
648.638,
640.454,
768.196,
631.009,
620.224,
767.627,
627.445,
621.367,
610.034,
600.555,
611.565,
608.481,
613.078,
594.455,
577.825,
585.122,
594.784,
580.444,
560.752,
577.036,
578.676,
576.12,
542.719,
552.295,
560.768,
563.215,
543.894,
440.179,
547.424,
531.064,
519.487,
523.591,
536.237,
440.239,
440.096,
542.681,
440.342,
505.084,
440.009,
503.327,
507.523,
440.567,
440.094,
496.442,
440.968,
440.235,
439.711,
493.613,
501.116,
439.943,
514.614,
507.421,
439.742,
439.774,
488.195,
518.66,
522.705,
441.985,
439.974,
482.809,
440.58,
439.683,
483.405,
439.889,
439.818,
477.115,
439.994,
469.725,
444.049,
439.755,
439.999,
457.804,
439.908,
448.896,
439.929,
439.718,
441.42,
462.704,
439.862,
439.786,
453.482,
491.896,
439.675,
439.823,
482.49,
444.582,
439.724,
439.906,
466.452,
499.7,
459.97,
471.703,
439.908,
420.726,
439.751,
439.809,
439.886,
439.526,
439.92,
439.807,
439.78,
448.866,
420.824,
443.621,
439.85,
439.945,
420.68,
439.762,
439.909,
439.882,
438.325,
439.698,
439.722,
439.742,
439.927,
439.799,
439.822,
467.916,
480.985,
473.469,
420.638,
439.946,
438.278,
439.893,
439.868,
439.783,
439.914,
439.841,
420.726,
440.943,
