860.63,
213.926,
1375.8,
1292,
1053.35,
207.913,
482.621,
244.446,
351.561,
255.616,
1183.57,
576.841,
583.447,
756.279,
590.088,
259.369,
360.008,
317.639,
121.894,
164.914,
1519.64,
685.754,
99.2687,
1185.89,
970.007,
1273.28,
1595.65,
1537.2,
945.7,
238.517,
337.527,
234.551,
156.479,
106.072,
746.328,
471.723,
411.6,
937.23,
681.738,
796.489,
992.335,
1028.57,
1032.11,
1095.27,
1105.32,
1242.35,
280,
277.411,
271.395,
235.722,
241.401,
237.029,
227.758,
300.317,
197.649,
276.917,
275.398,
302.411,
307.054,
124.078,
76.9481,
392.576,
727.49,
656.501,
795.8,
848.419,
1324.19,
111.465,
195.922,
172.699,
86.9165,
70.7791,
98.034,
298.347,
269.761,
279.472,
567.39,
247.611,
479.989,
516.019,
355.558,
693.263,
596.421,
1023.26,
1290.96,
43.3173,
64.5449,
45.3496,
65.1417,
1025.28,
809.4,
930.941,
945.7,
930.941,
638.525,
437.2,
587.3,
548.628,
618.988,
549.724,
626.241,
408.112,
743.393,
313.503,
379.211,
350.187,
272.353,
994.522,
197.793,
247.246,
209.37,
352.001,
923.077,
619.271,
965.133,
687.962,
568.025,
889.622,
1015.58,
58.6321,
58.6319,
97.9097,
117.228,
451.6,
533.459,
772.225,
1024.54,
650.873,
766.104,
1132.61,
825.85,
1291.09,
1168.86,
1106.88,
1184.86,
1213.98,
1157.47,
113.728,
882.064,
327.461,
282.268,
160.651,
175.675,
380.668,
352.368,
577.533,
184.964,
298.958,
762.704,
817.269,
812.439,
301.26,
224.546,
276.72,
307.734,
310.835,
306.22,
308.618,
472.458,
644.413,
377.987,
348.909,
363.241,
562.016,
509.592,
257.038,
308.579,
235.293,
251.195,
336.356,
223.038,
229.006,
298.017,
247.597,
264.478,
253.984,
209.867,
278.747,
281.439,
218.462,
195.683,
72.5903,
371.023,
259.665,
324.479,
352.881,
142.836,
73.8274,
192.562,
193.19,
518.212,
350.572,
566.244,
366.548,
533.528,
270.065,
840.23,
738.728,
1205.72,
895.874,
253.629,
214.233,
214.233,
413.701,
343.708,
228.119,
228.118,
274.763,
282.731,
301.754,
370.663,
417.385,
244.441,
410.981,
564.173,
192.525,
287.449,
199.11,
134.723,
163.093,
286.739,
262.535,
946.763,
1550.27,
1274.56,
1204.94,
1111.69,
1460.64,
1746.38,
1084.91,
425.595,
524.458,
459.823,
694.841,
444.309,
396.589,
517.883,
468.432,
23.5804,
128.396,
77.4746,
81.6972,
1026.71,
1504.65,
841.089,
61.2598,
68.5358,
44.0465,
294.739,
311.528,
383.267,
464.779,
156.175,
357.675,
391.38,
287.635,
254.446,
268.176,
249.245,
264.574,
207.588,
613.714,
771.251,
800.02,
718.424,
318.841,
319.608,
213.762,
315.312,
250.284,
292.394,
866.957,
1077.9,
812.7,
936.822,
430.282,
354.52,
284.501,
178.606,
192.828,
267.064,
181.187,
293.525,
287.179,
275.493,
281.787,
416.485,
494.505,
422.902,
528.404,
129.001,
123.83,
168.915,
287.857,
196.534,
246.451,
142.633,
186.179,
242.461,
93.7519,
88.48,
620.348,
1057.63,
916.321,
934.485,
1173.41,
713.804,
826.558,
807.699,
497.443,
1025.42,
908.012,
142.434,
398.653,
260.518,
313.801,
148.18,
147.062,
164.496,
182.092,
259.887,
191.688,
1038.92,
1104.07,
596.031,
176.111,
339.599,
525.019,
560.382,
303.787,
261.044,
841.399,
758.417,
227.281,
440.468,
551.445,
311.895,
321.168,
545.766,
243.666,
333.864,
361.081,
325.83,
303.247,
240.612,
192.155,
195.63,
171.781,
118.609,
119.645,
65.0501,
70.6716,
58.8377,
252.082,
266.693,
303.955,
289.483,
274.249,
185.626,
272.864,
258.823,
266.366,
210.232,
189.314,
340.286,
66.5085,
80.9909,
83.1522,
244.859,
214.333,
280.989,
134.114,
48.7399,
258.361,
212.116,
380.827,
147.479,
354.085,
395.856,
307.517,
391.571,
329.749,
542.943,
451.962,
220.152,
309.077,
205.783,
605.076,
535.369,
977.908,
663.214,
761.573,
591.781,
854.014,
478.877,
853.445,
1406.57,
1263.61,
284.471,
307.38,
286.082,
286.306,
184.978,
233.963,
366.851,
272.827,
350.862,
295.349,
252.149,
127.637,
240.57,
240.133,
202.273,
202.273,
415.798,
334.763,
390.26,
371.441,
330.359,
667.368,
809.866,
816.007,
662.071,
540.659,
486.628,
544.894,
325.032,
234.88,
270.413,
227.33,
282.586,
248.271,
239.674,
213.236,
318.347,
343.885,
225.465,
269.641,
77.2682,
136.486,
177.659,
174.162,
96.8214,
204.862,
168.01,
321.86,
287.405,
321.845,
398.662,
356.29,
276.548,
249.073,
315.422,
195.336,
282.235,
326.269,
407.842,
316.1,
321.38,
12.8619,
18.1953,
28.9133,
729.89,
634.409,
85.4897,
72.9763,
1397.87,
735.587,
