-7.8575e-13,
-2.93367e-13,
-9.78049e-13,
-1.05047e-12,
-5.40575e-13,
-9.26948e-13,
-7.46497e-13,
7.09793e-13,
2.37343e-12,
2.18231e-12,
-3.79024e-13,
1.5147e-12,
-1.40424e-13,
5.33048e-13,
-2.23772e-12,
7.36655e-13,
2.3139e-12,
-3.07099e-12,
1.72905e-12,
-1.97326e-12,
-4.74483e-13,
-4.66948e-13,
3.09738e-13,
1.28454e-12,
-8.28967e-13,
1.69915e-12,
5.55695e-13,
3.15261e-13,
-2.67854e-14,
-2.10925e-13,
-1.34848e-12,
2.74515e-13,
-4.32829e-13,
2.37678e-13,
218.783,
-197.708,
1.64003e-13,
6.40429e-13,
-1.6551e-13,
-1.23202e-13,
-7.76643e-13,
-1.30737e-12,
1.56875e-12,
5.72819e-13,
-4.96517e-13,
2.43589e-13,
1.9259e-13,
1.52708e-13,
-2.01673e-13,
-118.607,
-1.86153e-13,
2.20062e-13,
9.91744e-14,
195.12,
177.971,
-30.822,
-108.578,
-7.71458,
0.00359133,
-0.0133747,
0.0114138,
-8.5985,
-0.011205,
-0.00277186,
-0.00257089,
0.0147174,
-0.0119027,
0.0138187,
0.000628591,
-0.00540255,
-0.0120813,
-6.65359,
35.9158,
0.0131926,
3.26775,
-0.0219195,
0.00546221,
0.0133786,
-0.0161338,
0.0135078,
0.0169599,
0.0035493,
0.0185825,
-0.0182755,
-0.0300943,
-0.0131193,
0.00440389,
-0.0125945,
0.00911121,
192.831,
0.0132435,
-0.0333803,
-0.00179647,
0.101855,
0.0207689,
0.0184255,
15.5155,
-0.0191805,
-0.0138483,
-0.00687605,
-0.0252571,
0.0314083,
-0.0153028,
-0.000304244,
-0.0310408,
0.000141099,
0.0226404,
0.0135466,
0.00335894,
-0.0161999,
146.717,
-0.0369481,
-0.0318637,
0.0412459,
0.0541527,
-0.038414,
-517.749,
-0.00178136,
0.0245662,
0.0282932,
-0.00952303,
0.00138098,
-0.0586928,
-6.80587,
-0.00886491,
0.0012546,
-0.0466981,
0.0245412,
0.0183288,
0.0449257,
-0.0318119,
-0.060404,
0.04296,
0.0129234,
-0.00725313,
-0.0190678,
0.00559032,
-36.0467,
0.0371823,
-0.0304335,
-3.00927,
-0.0169308,
0.0521241,
0.0160757,
-0.179868,
-14.3206,
-0.0253454,
0.0784031,
-0.0557214,
-0.00467502,
-0.0181892,
-0.0627825,
-0.129621,
2.55982,
10.8097,
302.204,
0.0561458,
-4.13861,
1.47573,
0.0344709,
-0.0782265,
0.0953734,
0.927154,
0.359042,
0.234809,
0.105384,
0.0130912,
-0.0374756,
-0.140151,
0.0522155,
20.197,
0.476151,
0.000718539,
-57.4462,
3.27939,
1.41139,
-0.00274987,
-0.0320971,
0.00204692,
0.4644,
0.00279561,
-0.0102526,
-49.0497,
0.106904,
-0.00140964,
-5.50498,
0.210372,
0.00453945,
-0.000823434,
0.366469,
0.00227927,
-0.155077,
0.00106483,
-0.0963612,
0.912987,
0.00533089,
0.00441357,
-0.00315737,
-0.00330869,
0.126299,
2.54354,
-0.00173482,
0.222847,
-0.0125386,
0.00477228,
0.00109771,
-0.0215402,
-0.00315538,
-15.0939,
-5.51951,
0.198391,
-0.00249392,
0.000996985,
0.00650809,
0.283137,
0.00104612,
0.100123,
-0.00387578,
-2.77848,
-0.00370769,
-0.132118,
-0.00656953,
0.12548,
0.00240644,
0.00612997,
0.0165042,
-0.00864287,
0.00484754,
4.21318,
-0.00308047,
0.169792,
0.604149,
-0.00390023,
-0.180684,
-0.0104761,
0.0263642,
-0.000461846,
0.00589387,
-0.495761,
-0.0170748,
1.4807,
-0.0124096,
-1.3497,
-0.00140655,
8.8092e-05,
0.0060097,
-0.519214,
-0.614302,
0.0112571,
1.05892,
0.0164242,
-0.0151079,
2.88658,
-4.76794,
-0.229843,
-1.09054,
0.00686151,
0.00772674,
-0.025325,
-0.00553938,
2.33601,
0.012416,
0.00646849,
0.00807801,
-0.16717,
0.00334103,
1.10546,
0.00823725,
-0.279118,
-0.45361,
-2.21607,
-0.339538,
-0.992975,
8.65246,
-0.0336619,
0.000255852,
-0.00309023,
0.00874157,
-0.23473,
0.0136236,
0.0309676,
0.000960792,
-0.899832,
-1.73721,
-0.0162048,
-0.0385994,
-0.0553237,
-0.505979,
0.000342932,
2.62404,
-1.01001,
-1.31191,
-0.0280663,
-0.0106102,
0.0245298,
0.0430771,
0.0059235,
0.0346181,
-0.149896,
3.4783,
0.0313745,
-0.778932,
-4.21696,
0.0445596,
0.0087164,
0.00779252,
-0.233944,
0.00826537,
5.3169,
0.0379712,
0.0174334,
-0.45711,
-1.56317,
0.190611,
0.0052766,
-1.7439,
0.0906815,
-1.82901,
-3.21887,
-1.01716,
0.181164,
-0.379947,
0.0100453,
5.87412,
-1.21374,
-0.000881805,
-0.403055,
0.0999411,
0.84128,
0.0122501,
0.0175891,
-1.47674,
0.0145101,
0.378495,
-0.00268175,
6.08518,
0.264908,
2.25855,
-3.20535,
-0.596983,
-1.48269,
-0.212285,
-1.21522,
0.163661,
-0.00291886,
-0.284478,
-0.00505776,
2.38764,
-0.882457,
-5.64511,
1.51103,
0.285664,
-0.735198,
7.8154,
0.738647,
0.0106469,
-0.000663929,
-5.55773,
0.176267,
-0.368206,
0.0767884,
2.633,
-0.0065584,
-1.21959,
0.0043876,
0.30431,
0.0721552,
-0.957492,
0.700352,
-4.42103,
-0.0800658,
0.00261161,
-0.00291871,
-0.0676703,
-2.75583,
0.11701,
-0.565435,
0.404094,
7.96322,
-0.454458,
-1.49056,
-0.404965,
-1.18485,
0.313888,
-1.96571,
-0.9978,
-0.370351,
-1.02253,
-0.640172,
-1.54023,
-0.105056,
-1.74508,
0.21077,
-1.61978,
6.35841,
-0.741671,
-0.210953,
-1.4519,
-1.18743,
-0.118459,
0.84242,
-0.236286,
-1.25176,
-0.539718,
-1.12369,
-1.39037,
3.52467,
0.106758,
0.0108651,
