-4.88394e-13,
3.09851e-13,
-4.5157e-12,
-2.15697e-12,
-5.65912e-13,
-4.37192e-12,
-1.02315e-12,
2.91971e-12,
5.61865e-12,
6.58002e-12,
-1.25463e-13,
1.89161e-12,
-1.05238e-12,
3.02854e-13,
-4.09039e-12,
2.63005e-12,
5.89654e-12,
-9.42579e-12,
3.4979e-12,
-4.8181e-12,
-1.28579e-12,
-7.64414e-13,
1.37758e-12,
3.07916e-12,
-2.23415e-12,
5.7118e-12,
1.23357e-12,
1.41325e-13,
2.13682e-13,
-4.76215e-13,
-3.7038e-12,
9.26837e-13,
-1.21876e-12,
5.94812e-13,
159.711,
-192.397,
1.64003e-13,
1.73464e-12,
-1.46138e-13,
-4.89473e-13,
-5.65792e-13,
-1.60384e-12,
9.54619e-13,
6.31001e-13,
-6.07588e-13,
1.03534e-13,
4.64348e-13,
2.16595e-13,
3.95852e-13,
-65.1528,
-2.48204e-13,
4.82433e-13,
-1.41623e-13,
191.029,
16.3997,
-14.6652,
11.8968,
-3.12762,
0.00372601,
-0.00880294,
0.0138445,
15.4716,
-0.0199864,
0.00428943,
0.00451197,
0.0181843,
0.000500223,
0.0161961,
0.00460172,
0.0027475,
-0.0228137,
6.87227,
-65.678,
0.0152536,
3.03608,
0.00427903,
0.00393571,
-0.0249342,
-0.0263288,
0.0139336,
0.011697,
0.00541266,
0.0207105,
-0.0185764,
-0.00854525,
-0.00903118,
0.00641826,
-0.016264,
0.00856628,
88.9468,
0.0135638,
-0.02609,
-0.0710517,
-0.0149146,
0.0215106,
0.0251027,
-9.02039,
-0.000137886,
-0.0185358,
-0.000593882,
-0.00191667,
0.0308736,
-0.0278938,
-0.00396301,
-0.0371219,
-0.003595,
0.0199385,
-0.0173324,
0.0387544,
0.00504183,
-14.043,
0.0013717,
-0.0171399,
0.00929512,
0.0126363,
-0.0402835,
26.5651,
0.00111337,
0.0269047,
0.0296982,
-0.00668226,
0.00475076,
-0.0122717,
-2.85923,
0.000282693,
0.00800271,
-0.0435715,
0.0312913,
0.0209024,
0.0189989,
-0.0480572,
0.0122671,
0.0293682,
0.0128483,
0.0110221,
0.0283618,
0.00307879,
-26.0806,
0.045284,
-0.057978,
-10.5446,
-0.0168346,
0.0291393,
0.106735,
-0.0173146,
-2.4009,
0.0964622,
0.0481043,
0.153022,
0.00535459,
0.161022,
0.113145,
-0.146052,
-1.02579,
-10.5976,
-48.9128,
0.0444912,
-2.78138,
0.177289,
-0.0556508,
0.0777639,
0.0389931,
0.165343,
0.10033,
-0.197679,
-0.0127134,
-0.117384,
0.00841629,
-0.11528,
-0.0439795,
-0.974164,
0.159542,
0.00050566,
37.0209,
1.31192,
0.405861,
-0.000411321,
0.0769696,
0.0033829,
0.0635918,
0.0036008,
-0.00817013,
30.3571,
-0.0450904,
-0.00153558,
-0.205569,
-0.0040116,
0.00577284,
0.00457863,
0.340262,
0.00142456,
-0.134467,
0.00285996,
0.0952459,
0.490352,
0.0045376,
0.00451137,
0.000856425,
-0.00560478,
0.180036,
0.215566,
0.00923546,
-0.0130233,
-0.0177742,
0.00557002,
-0.00169847,
0.119742,
-0.00428394,
20.5414,
6.64603,
-0.256221,
-0.00278626,
-0.00206562,
0.0128434,
-0.0360316,
0.000592899,
0.00981852,
-0.00597161,
1.28793,
-0.00449342,
-0.10376,
-0.00642062,
0.125793,
1.53643e-05,
0.00645872,
0.0201607,
-0.00474799,
0.00136991,
1.16479,
0.00581528,
0.167493,
0.598586,
-0.0046766,
-0.0743997,
-0.0107284,
0.00939095,
-0.0160361,
0.00303159,
-1.66741,
-0.0136275,
-0.112493,
-0.0197759,
2.47976,
-0.000250549,
0.00177717,
0.00623753,
-0.523516,
-0.0484932,
0.0123584,
-1.85637,
0.0167989,
-0.0100949,
-0.618292,
2.80848,
0.0703235,
-0.841401,
-0.0131039,
0.00391204,
-0.0408299,
-0.0134661,
-1.57676,
0.021833,
0.0100644,
0.0213025,
0.203562,
0.00386794,
-0.301753,
-0.0233671,
-0.789377,
-0.194534,
-0.607271,
-0.176398,
1.52324,
-8.53582,
-0.0312172,
-0.000666488,
-0.0151921,
0.0121982,
0.061719,
0.0070277,
0.0606254,
0.00629139,
1.70029,
-0.930507,
-0.000939598,
0.0521434,
-2.21881,
0.147729,
-0.00397123,
7.11051,
1.48836,
-1.79592,
-0.0840501,
-0.0104561,
0.00398487,
0.0315239,
0.00257263,
0.0500049,
0.0667885,
4.01541,
0.067763,
0.971572,
2.57843,
0.0254846,
0.0153422,
0.00492916,
-0.145426,
0.0116052,
3.55312,
0.00951203,
-0.00349607,
0.829636,
0.985479,
0.102646,
0.016277,
-1.75226,
0.083574,
0.113342,
-1.91702,
-0.839866,
-0.86791,
-0.0834917,
0.00430424,
4.57305,
-0.125733,
0.00981693,
0.616119,
0.0270524,
0.458519,
0.0145028,
0.0113054,
-0.790544,
0.0533307,
0.00352406,
-0.00401705,
5.68687,
0.485742,
-1.92668,
-4.83466,
-0.455347,
-0.269748,
-0.236452,
0.00196045,
0.0281007,
0.000865579,
0.24493,
-0.00900564,
-0.259489,
0.194785,
-4.93724,
0.123339,
0.30478,
-0.282268,
6.60531,
-0.074687,
0.00929717,
-0.00335167,
-5.66312,
-0.0424507,
-0.22378,
0.181695,
0.0143919,
-0.00698484,
-0.465638,
0.00520387,
0.423021,
-0.0207025,
0.116016,
0.289083,
-4.37737,
1.08816,
0.00319372,
-0.0030121,
-0.734951,
-0.145942,
0.0858907,
1.53928,
0.357257,
7.57146,
0.386031,
-2.02011,
0.0182085,
0.893902,
0.21491,
0.623349,
-1.17522,
-0.0716659,
0.374957,
0.391088,
-0.280064,
-1.40128,
-0.310379,
1.2919,
0.512949,
7.6771,
-1.01478,
-2.3287,
-0.250034,
-0.848702,
-1.8074,
0.81267,
0.726448,
0.198601,
-2.43329,
-2.12825,
-0.526085,
5.51322,
0.436959,
0.00770189,
0.67347,
0.424688,
-1.75705,
1.47969,
0.172548,
-0.156136,
0.06179,
2.79689,
-0.147668,
0.975478,
0.117656,
-2.1673,
0.533385,
-0.167678,
-0.00318302,
0.514693,
-0.146086,
-0.106114,
0.00664401,
-2.10818,
0.515658,
0.200377,
0.0183597,
0.00787904,
0.00294223,
-0.00687529,
0.579108,
0.0627329,
2.10566,
-0.490236,
0.0528753,
-1.89752,
-0.149968,
0.0169635,
0.0502749,
0.173584,
0.00830508,
0.132865,
0.121666,
-1.12684,
-0.274897,
0.014068,
0.0356922,
0.41974,
0.115181,
0.322279,
0.183194,
0.00562624,
0.0204637,
-0.712949,
0.034461,
0.0215914,
-0.168817,
-0.435008,
0.0162957,
0.0042952,
-0.0768005,
0.836785,
-0.207214,
0.0664255,
0.699299,
1.21763,
0.13054,
-0.491813,
0.0874457,
0.0127524,
0.0193134,
0.106266,
0.00357773,
-0.200177,
-0.0429234,
-0.0135297,
0.0642861,
-0.583016,
-0.0499805,
-0.161013,
-0.0210721,
0.288849,
0.0442396,
-0.00667916,
-0.0365191,
-0.017561,
-0.145999,
0.00720204,
0.00294972,
0.000548405,
0.0173782,
-0.00998105,
-0.00399975,
-0.485488,
0.580085,
-0.261486,
0.0476826,
0.000296198,
-0.0562493,
-0.0456693,
-0.0277077,
0.0735299,
-0.0386417,
0.0125991,
-0.00200686,
1.1598,
0.184739,
-0.250197,
-0.433073,
0.0127178,
-0.0687469,
-0.010311,
-0.927477,
0.0202331,
0.242111,
-0.436664,
0.0608692,
-0.0373618,
-0.00235773,
-0.119195,
0.00415567,
-0.019592,
0.0134731,
-0.384043,
0.0159152,
-0.0783573,
0.0176831,
-0.295948,
0.030849,
0.813111,
0.0502229,
-0.016538,
0.00419014,
-0.0120096,
-0.00364318,
0.0264156,
-0.00342687,
-0.0903585,
-0.44768,
-0.0872261,
-1.21914,
-2.22282,
0.00289413,
-0.00253268,
0.0129224,
-0.0481551,
0.0469677,
0.971087,
-0.0833246,
-0.00807039,
-0.0190545,
-0.0775666,
0.808102,
0.0154254,
0.0318492,
-0.313311,
-0.00448327,
0.293993,
-0.198554,
0.305185,
0.0147791,
0.303939,
-0.00703703,
