0.000138986,
0.000103129,
0.000123323,
-8.55262e-05,
1.90288e-05,
-0.00013469,
0.000208794,
0.000275863,
-8.71559e-05,
-8.54111e-05,
-1.93085e-05,
-2.90108e-05,
-1.27563e-05,
-1.35241e-05,
5.06857e-05,
7.62126e-05,
-0.000618351,
-0.000392113,
-2.6136e-05,
-0.000284251,
-0.000168608,
-2.52494e-08,
0.0003576,
4.56054e-05,
0.000200954,
0.000516237,
3.70805e-05,
9.45599e-06,
-0.000185881,
-8.16198e-05,
-0.000106133,
1.47472e-05,
7.50614e-05,
0.000211325,
238.701,
-43.7812,
9.22871e-05,
5.5103e-06,
-7.57461e-05,
3.04081e-05,
-0.000222758,
6.72745e-05,
-2.2712e-05,
8.58754e-06,
-2.99103e-06,
2.89265e-06,
-7.18267e-07,
-1.65604e-06,
1.48728e-06,
113.878,
-5.67263e-08,
6.21591e-08,
1.14433e-05,
32.4237,
-317.167,
-32.7432,
92.4911,
-1.46535,
0.00597165,
-0.0209244,
0.0249146,
14.2194,
-0.038067,
0.000545109,
0.000303977,
0.0275842,
0.000345876,
0.0234767,
0.000334201,
-9.25761e-05,
-0.039945,
-11.3855,
-6.11787,
0.0222359,
-4.93566,
0.000237095,
0.000521146,
0.00030486,
-0.0326864,
0.0225373,
-0.000759883,
0.00860459,
0.0283253,
-0.0269545,
-0.000243007,
-0.0123848,
0.0076091,
-0.0254241,
0.0097154,
1674.7,
0.0113593,
-0.0367267,
-0.0233524,
0.0355493,
0.0359224,
0.0180335,
-5.75553,
0.000261444,
-0.0338836,
0.00130195,
-0.000121955,
0.0257542,
-0.0213399,
0.000711946,
-0.0492925,
-0.000360924,
0.0414091,
0.0074393,
0.000373968,
0.00130608,
698.71,
0.00211546,
0.00298684,
0.000303406,
0.00354161,
-0.0561541,
-2545.89,
4.64299e-05,
0.0469255,
-0.0049672,
0.00796009,
0.000205855,
0.00482089,
-7.71313,
0.00369551,
-0.00431127,
-0.0711137,
0.0032691,
0.0328479,
0.00289043,
0.00665942,
0.0115855,
0.0140143,
0.0181503,
-0.012096,
0.00439559,
0.0036713,
236.739,
0.00552434,
-0.0475059,
-5.0358,
-0.0135164,
-0.00175591,
0.0298476,
-0.025593,
-29.4392,
0.0222971,
-0.00273697,
0.0155683,
-0.00876821,
0.0334112,
0.0188787,
-0.0486623,
-4.59249,
-40.5663,
-226.295,
-0.00656297,
5.80364,
-2.27605,
-0.0550418,
-0.00877195,
0.00794223,
-1.12024,
-0.431726,
-0.286851,
-0.0851886,
-0.109026,
-0.015179,
-0.0211546,
-0.0805308,
6.10006,
-0.285526,
0.00133081,
148.78,
-2.81506,
-0.731874,
-0.00778817,
-0.0715194,
0.00960944,
-0.342342,
0.0123033,
-0.0396706,
84.9773,
-0.27664,
-0.00579516,
4.5076,
-0.198228,
0.0192593,
0.00533405,
-0.40034,
0.0076626,
0.0288541,
0.00348907,
-0.031149,
-1.20597,
0.023667,
0.0178509,
0.00263872,
-0.0175643,
-0.293156,
-3.72456,
0.00546789,
-0.244952,
-0.0791149,
0.0191543,
0.000280013,
-0.0277762,
-0.0151808,
28.1273,
14.9685,
1.4756,
0.00120524,
-6.10893e-05,
0.0251062,
-0.522149,
0.0034225,
-0.35528,
7.25528e-05,
0.488841,
-0.0157709,
0.0414043,
-0.00157135,
0.035543,
0.00240745,
0.0313333,
0.031765,
3.80598e-06,
0.00260367,
-0.122712,
-0.00803059,
0.00981968,
-0.365956,
-0.0112481,
0.0274766,
-0.000274325,
0.00966612,
-0.0687671,
0.00603503,
0.993439,
0.000349189,
-1.27194,
-0.00168377,
5.45766,
0.0016901,
0.00841339,
0.0220521,
0.176987,
0.395916,
0.0100111,
0.300499,
0.00663074,
0.00105375,
-2.87777,
-3.62979,
0.0734944,
0.175339,
-0.0451433,
-0.000908279,
0.00564281,
8.56056e-05,
-1.66237,
0.0245605,
0.000139352,
0.00435886,
0.162971,
0.0156002,
0.0972634,
-0.0514796,
-0.779984,
-0.00200222,
-1.07124,
0.0714202,
2.14287,
-25.1834,
