-1.72738e-05,
-1.74242e-07,
-2.75802e-05,
1.23415e-05,
-1.29596e-05,
6.28837e-06,
-2.30194e-05,
-1.93588e-05,
1.33067e-05,
6.92402e-06,
1.67069e-05,
-1.77629e-06,
5.1541e-06,
-1.45553e-06,
4.66384e-06,
-7.26997e-06,
6.90342e-05,
3.98637e-05,
-6.58603e-07,
2.44492e-05,
2.12751e-05,
2.07988e-06,
-3.86682e-05,
-6.5834e-07,
-2.70062e-05,
-6.08254e-05,
-8.54178e-06,
1.75254e-07,
1.50962e-05,
1.26566e-05,
5.41255e-06,
-3.59454e-06,
-5.82883e-06,
-2.43611e-05,
-199.162,
214.798,
4.96094e-07,
1.26626e-07,
1.95283e-05,
-8.42359e-06,
1.27848e-06,
1.35722e-07,
4.4287e-06,
-1.02168e-07,
-5.69416e-08,
6.01649e-08,
-3.94332e-07,
6.18253e-07,
-3.60184e-07,
119.531,
-1.66034e-06,
7.84651e-07,
-6.73093e-07,
-210.572,
-89.7154,
-12.8677,
13.7112,
10.0333,
-0.00377791,
0.0101073,
-0.0123703,
14.7821,
0.0143761,
-0.00139998,
-0.00171324,
-0.0168978,
0.00548757,
-0.0156875,
-0.003214,
0.000305617,
0.0168896,
3.0917,
-38.7644,
-0.0148514,
-3.78795,
0.011211,
-0.00519127,
0.00655033,
0.0227781,
-0.0137333,
-0.0181852,
-0.0037923,
-0.0176756,
0.0207872,
0.0256891,
0.0109243,
-0.00511076,
0.0148651,
-0.00932578,
120.488,
-0.0146254,
0.0279402,
0.0418124,
-0.0322723,
-0.0214634,
-0.0219554,
-7.2302,
0.00941783,
0.0179528,
0.00325462,
0.0201058,
-0.0307971,
0.0200239,
0.000113161,
0.0316148,
0.00421084,
-0.0195281,
0.0076277,
-0.0175252,
0.00268862,
36.485,
0.0178868,
0.0299214,
-0.0359575,
-0.0419362,
0.0349434,
17.5789,
0.00210559,
-0.0250986,
-0.0327149,
0.00864732,
-0.00220129,
0.0426942,
8.66493,
-0.000295251,
0.0028787,
0.0390554,
-0.0376757,
-0.0194721,
-0.0474216,
0.0506045,
0.0256098,
-0.0290572,
-0.0138906,
-0.00406151,
-0.00499234,
-0.00599682,
60.0903,
-0.0643404,
0.0473829,
7.68334,
0.0199625,
-0.0698573,
-0.059567,
0.0910527,
-1.68109,
-0.0514022,
-0.103983,
-0.0513769,
-0.00732956,
-0.120751,
-0.0147277,
0.130847,
-1.63224,
-3.84522,
-221.652,
-0.0887611,
4.52555,
-1.32313,
-0.00498671,
0.0212287,
-0.137412,
-0.839182,
-0.341739,
-0.00353197,
-0.0963535,
0.0105758,
0.02291,
0.111962,
-0.0251008,
-19.7419,
-0.474624,
-0.000947289,
-12.7141,
-3.83685,
-1.42167,
0.000908287,
-0.055257,
-0.00264636,
-0.35187,
-0.00316629,
0.00815645,
14.7143,
-0.0665905,
0.0014737,
3.02336,
-0.168128,
-0.00538658,
-0.0019106,
-0.478082,
-0.0014842,
0.138624,
-0.00234897,
-0.0015584,
-1.02568,
-0.00450814,
-0.00456416,
0.000582934,
0.00481013,
-0.177059,
-3.45151,
-0.00449725,
-0.194734,
0.0127561,
-0.0058812,
0.000977462,
-0.0473435,
0.00400202,
7.49732,
-1.95621,
-0.324641,
0.00382005,
0.000730382,
-0.0101524,
-0.280632,
-0.000320076,
-0.16844,
0.00482768,
1.12937,
0.00374715,
0.126247,
0.00751231,
-0.0926273,
-0.00103831,
