-0.000107714,
-8.31103e-05,
-9.87674e-05,
6.94423e-05,
-1.72561e-05,
0.000103159,
-0.00016512,
-0.000218112,
7.24356e-05,
6.96049e-05,
1.5367e-05,
1.85375e-05,
1.00973e-05,
1.1441e-05,
-3.83662e-05,
-5.93046e-05,
0.000487066,
0.000302906,
2.07708e-05,
0.000224107,
0.000131725,
-1.43614e-06,
-0.000279895,
-3.52013e-05,
-0.000148576,
-0.000397392,
-2.97922e-05,
-7.41197e-06,
0.000146007,
6.42468e-05,
8.24688e-05,
-1.23238e-05,
-5.83489e-05,
-0.000165802,
-311.624,
-2.05248,
-1.40785e-05,
-4.49386e-06,
0.000109129,
-2.4224e-05,
9.35146e-06,
-5.10321e-06,
1.2545e-05,
3.42071e-07,
-3.17183e-08,
2.91665e-07,
4.73112e-07,
9.30504e-08,
-1.39055e-07,
-27.2834,
2.07247e-07,
-2.24357e-07,
-4.70646e-07,
36.6192,
116.137,
10.5044,
70.825,
-13.7121,
-0.00541554,
0.0195223,
-0.0222992,
14.081,
0.0356528,
-0.000360411,
-0.000161112,
-0.0246061,
0.00100589,
-0.0210082,
-0.00062966,
0.00166337,
0.0364217,
-23.9723,
68.5817,
-0.0198502,
3.50411,
-0.000447433,
-0.00157179,
-0.000595807,
0.0298791,
-0.0209127,
-0.00104024,
-0.00884805,
-0.0292971,
0.022505,
-7.58691e-05,
0.0131483,
-0.00786725,
0.0235934,
-0.0095545,
83.1216,
-0.0116042,
0.039447,
0.0255328,
-0.0490052,
-0.032819,
-0.0191458,
18.2202,
0.00201234,
0.0278398,
-0.000333137,
-0.00397581,
-0.0268148,
0.0228237,
0.00106838,
0.0520838,
-0.00300867,
-0.0395459,
-0.0122176,
-0.0102143,
0.000798514,
117.733,
0.000927728,
-0.00332715,
0.00556552,
0.00126102,
0.0614409,
-129.131,
-0.000946389,
-0.0432623,
-0.00223538,
-0.00119882,
-0.0038366,
-0.00497107,
1.39332,
-0.00297793,
-0.00392651,
0.077133,
0.00273981,
-0.0305681,
0.00737039,
-0.00993846,
-0.00448931,
-0.0322871,
-0.0161561,
0.00823341,
0.00483003,
-0.00222165,
-688.169,
0.0202792,
0.0450479,
2.85989,
0.0103006,
0.0243486,
-0.0524955,
0.0285519,
-16.9619,
0.00829662,
0.0451961,
-0.0330552,
0.0162259,
0.0316493,
