-1.69728e-06,
1.59632e-06,
-2.07605e-06,
-5.33809e-07,
-1.51193e-06,
-4.05091e-06,
3.67174e-06,
2.88363e-06,
-2.26451e-06,
-2.70215e-06,
6.03651e-07,
-1.2159e-06,
2.02409e-06,
3.38634e-07,
2.29182e-06,
9.91225e-07,
-1.10447e-05,
-3.00436e-06,
9.55352e-08,
-2.35837e-06,
-1.27183e-06,
-2.35917e-07,
1.00825e-06,
-3.54241e-07,
-4.30908e-06,
-4.68537e-07,
-9.13209e-07,
-1.44322e-07,
-2.01989e-06,
-8.02761e-07,
-1.27054e-06,
-6.66818e-07,
4.36758e-07,
2.88473e-07,
-5.67005e-06,
-2.88724e-06,
4.18226e-07,
-1.84775e-08,
-6.31383e-07,
-8.15964e-07,
-2.14912e-07,
-2.66024e-07,
-2.26058e-07,
-3.61757e-07,
-5.161e-07,
-5.08595e-07,
-5.77816e-07,
-6.95915e-07,
-5.63415e-07,
-20.377,
-1.18038e-06,
-5.28377e-07,
-4.88253e-07,
-135.807,
-96.8689,
-105.838,
-103.975,
-94.5304,
-181.599,
-181.582,
-181.616,
-91.6139,
-181.558,
-181.591,
-181.605,
-181.617,
-181.572,
-181.618,
-181.608,
-181.596,
-181.549,
-76.3497,
-89.0557,
-181.615,
-91.0148,
-181.582,
-181.603,
-181.557,
-181.538,
-181.611,
-181.593,
-181.725,
-181.603,
-181.539,
-181.57,
-181.447,
-181.459,
-181.705,
-181.471,
-39.9119,
-181.486,
-181.436,
-181.539,
-181.594,
-181.734,
-181.502,
-89.8625,
-181.456,
-181.692,
-181.472,
-181.573,
-181.508,
-181.533,
-181.487,
-181.421,
-181.719,
-181.742,
-181.517,
-181.669,
-181.443,
-80.0055,
-181.465,
-181.489,
-181.621,
-181.57,
-181.419,
-87.1008,
-181.712,
-181.746,
-181.698,
-181.518,
-181.73,
-181.47,
-94.2905,
-181.438,
-181.665,
-181.416,
-181.627,
-181.75,
-181.57,
-181.443,
-181.497,
-181.704,
-181.74,
-181.72,
-181.681,
-181.731,
-122.955,
-181.628,
-181.411,
-111.205,
-181.43,
-181.533,
-181.735,
-181.449,
-125.19,
-181.697,
-181.574,
-181.757,
-181.42,
-181.698,
-181.747,
-181.243,
-187.928,
-192.97,
-211.945,
-181.561,
-131.06,
-185.521,
-181.37,
-181.771,
-181.644,
-183.853,
-182.668,
-181.88,
-181.392,
-181.659,
-181.139,
-181.024,
-181.447,
-152.291,
-182.674,
-129.549,
-181.509,
-184.875,
-183.455,
-129.543,
-181.165,
-129.554,
-181.853,
-129.557,
-129.536,
-182.716,
-181.325,
-129.62,
-142.037,
-181.087,
-129.557,
-129.548,
-181.569,
-129.623,
-180.872,
-129.553,
-180.931,
-181.276,
-129.626,
-129.557,
-129.536,
-129.617,
-180.856,
-179.912,
-129.548,
-180.745,
-129.525,
-129.554,
-129.62,
-180.852,
-129.616,
-160.453,
-171.51,
-137.646,
-129.537,
-129.618,
-129.552,
-179.704,
-129.625,
-178.605,
-129.527,
-174.238,
-129.615,
-180.789,
-129.543,
-180.523,
