8.34278e-13,
-4.75661e-13,
5.40712e-12,
2.42307e-12,
-4.42503e-14,
6.44798e-12,
1.47219e-12,
-4.08782e-12,
-6.80578e-12,
-8.43406e-12,
3.14553e-13,
-2.99263e-12,
1.76998e-12,
-2.38664e-13,
5.59578e-12,
-4.19274e-12,
-7.32988e-12,
1.27761e-11,
-5.0439e-12,
7.02477e-12,
2.10223e-12,
1.00815e-12,
-2.09282e-12,
-4.51668e-12,
1.46623e-12,
-7.82899e-12,
-1.67791e-12,
1.4761e-13,
-3.94165e-13,
5.19729e-13,
4.83428e-12,
-1.38489e-12,
1.8327e-12,
-8.06674e-13,
-152.956,
163.953,
-1.64003e-13,
-2.4177e-12,
1.72938e-13,
7.64175e-13,
3.9374e-13,
1.25129e-12,
-5.87027e-13,
-5.28433e-13,
7.34526e-14,
-2.55044e-13,
3.43952e-14,
1.76178e-13,
-6.41789e-13,
-2.99456,
2.86811e-13,
-3.92136e-13,
1.07223e-13,
-160.094,
50.3763,
15.9146,
-8.32767,
-1.46342,
-0.00369148,
0.00925762,
-0.0146871,
-17.8153,
0.0228563,
-0.00428286,
-0.00479059,
-0.0181159,
-0.00176747,
-0.0157616,
-0.00425307,
-0.00332173,
0.0256772,
-8.67666,
65.6081,
-0.0149443,
-1.74479,
-0.0105185,
-0.00311898,
0.0284192,
0.0262462,
-0.0142176,
-0.00721573,
-0.00620341,
-0.02259,
0.0168438,
-0.00111587,
0.00881801,
-0.00693279,
0.0168318,
-0.00783808,
-101.212,
-0.0120015,
0.0273095,
0.0740383,
0.0189204,
-0.0212152,
-0.0254135,
10.538,
-0.00268908,
0.0179299,
-0.000276833,
-0.0077388,
-0.0310142,
0.0315918,
0.00614371,
0.0411276,
0.00120948,
-0.0219577,
0.0160074,
-0.0463523,
-0.00541008,
0.912956,
-0.00762546,
0.00829327,
0.0060177,
0.001878,
0.0455472,
-55.5352,
-0.00362011,
-0.0280551,
-0.0254785,
0.0044247,
-0.00629624,
-0.00276461,
-0.578651,
0.00268014,
-0.015148,
0.0506702,
-0.0205345,
-0.0214317,
-4.90957e-05,
0.0370278,
-0.0250262,
-0.0346469,
-0.0120243,
-0.0112789,
-0.0313087,
-0.00118509,
-84.7973,
-0.0224649,
0.0592776,
9.12345,
0.0150129,
-0.000761017,
-0.120227,
0.000659487,
8.92954,
-0.0880373,
-0.0051833,
-0.17563,
-0.00214515,
-0.127292,
-0.142573,
0.143494,
1.3897,
11.7363,
197.082,
-0.00877912,
0.906958,
0.185331,
0.0679375,
-0.118413,
0.0329341,
0.0474287,
-0.0226267,
0.179836,
0.0579813,
0.136206,
-0.0212544,
0.114228,
0.0609608,
12.9844,
-0.0318377,
-0.000338248,
-21.4733,
0.564181,
0.0886781,
0.000907251,
-0.0707371,
-0.00357986,
0.0269603,
-0.00379641,
0.0091864,
-31.8401,
0.0558444,
0.0014862,
-0.862435,
0.0607482,
-0.0058901,
-0.00540959,
-0.221279,
-0.00150549,
0.134047,
-0.00255707,
-0.116921,
-0.188519,
-0.00506323,
-0.0044667,
-0.000799842,
0.00575285,
-0.174914,
1.25038,
-0.0099058,
0.0857738,
0.0217314,
-0.00510945,
0.00155964,
-0.135198,
0.0043938,
-21.4575,
-5.95413,
0.607227,
0.00174118,
0.00211687,
-0.0134471,
0.154817,
-0.00111942,
0.0671205,
0.00614912,
-2.11284,
0.00481422,
0.0932844,
0.00505866,
-0.135091,
-9.1527e-05,
-0.00753655,
-0.0201121,
0.00293925,
-0.000761929,
1.13655,
-0.00645466,
-0.144157,
-0.0725457,
0.00516323,
0.0347245,
0.00901125,
-0.00584031,
0.0216235,
-0.00308755,
2.05039,
0.01246,
1.04299,
0.018308,
-2.15609,
-0.000343756,
-0.00405404,
-0.00597832,
0.358004,
-0.237899,
-0.0140981,
2.47714,
-0.0165072,
0.00707726,
2.3944,
-5.43855,
-0.139055,
0.405635,
0.0187144,
-0.00194258,
0.0343291,
0.0129235,
1.79124,
-0.0241881,
-0.00898006,
-0.0223923,
-0.292097,
-0.00416882,
0.849342,
0.0402904,
0.711941,
0.00708622,
-0.414617,
0.0332461,
-1.68285,
12.388,
0.0203033,
0.000890726,
0.0122546,
-0.00973951,
-0.203128,
-0.00565798,
-0.0626002,
-0.00507558,
-1.68864,
0.234261,
-0.0101725,
-0.144292,
2.41992,
-0.251921,
-0.000978729,
-5.14494,
-1.56667,
1.1016,
0.0975246,
0.0081714,
-0.00144632,
-0.0278406,
-0.0017086,
-0.0499773,
-0.069447,
-2.61577,
-0.0636391,
-1.2203,
-4.0256,
-0.018829,
-0.0151522,
-0.00448637,
0.141068,
-0.0121166,
-1.51567,
-0.0138692,
0.00323754,
-1.03212,
-1.55522,
-0.0610419,
-0.0181395,
1.42557,
-0.0767711,
-1.09027,
0.385952,
0.419341,
1.09378,
0.0652024,
-0.00433529,
-2.43817,
-0.546851,
-0.0120898,
-0.811243,
-0.0232298,
0.605032,
-0.0162511,
-0.0147221,
0.132414,
-0.0624539,
0.00272695,
0.00347454,
-3.65764,
-0.141618,
3.37619,
3.68512,
0.31121,
-0.64021,
0.288328,
-0.863598,
0.0614108,
-0.00289131,
-0.359171,
0.0103053,
1.71833,
-0.827966,
2.84493,
0.696707,
-0.298301,
0.0399223,
-3.98825,
0.397781,
-0.00992574,
0.00421342,
3.48193,
0.132415,
-0.00771951,
-0.212516,
1.47338,
0.00747746,
0.136715,
-0.00642591,
-0.374909,
-0.0397586,
-0.834144,
0.00258841,
2.4756,
-1.40337,
-0.00328123,
0.00314814,
0.617992,
-0.919199,
0.0174731,
-1.59609,
-0.297495,
-5.05245,
-0.594147,
1.08195,
-0.32299,
-1.40306,
-0.176838,
-1.60792,
0.641423,
0.0182624,
-0.971244,
-0.729511,
-0.913765,
1.29682,
-0.860506,
-1.21161,
-1.39154,
-6.05909,
0.814372,
1.45918,
-0.738521,
-0.227236,
1.54252,
-0.291541,
-0.780559,
-0.756572,
2.34411,
0.921461,
-0.407081,
-5.02854,
-0.12098,
-0.00683554,
-0.070559,
-0.100263,
1.94057,
-0.984069,
-0.0644937,
0.177134,
-0.0753983,
-2.6093,
0.144409,
-0.929494,
-0.134374,
1.99394,
-0.417942,
0.170863,
-0.00388351,
-0.15464,
0.0911251,
0.162599,
-0.0077083,
1.69015,
-0.451803,
-0.210501,
0.661751,
0.599972,
-0.00269148,
0.00686035,
0.526123,
0.395845,
-2.32601,
0.499202,
-0.0185871,
1.15389,
0.303296,
-0.0188665,
-0.14051,
-0.177159,
-0.0107756,
-0.510932,
-0.151161,
0.173763,
0.313189,
-0.012629,
-0.0375569,
0.216324,
-0.0689212,
-0.688058,
-0.158569,
-0.00894697,
0.330242,
0.201721,
-0.0422857,
-0.02663,
-1.07415,
1.21826,
-0.0182697,
0.00108662,
0.687802,
-0.216583,
0.265175,
-0.073486,
-1.2772,
-1.538,
-0.910154,
0.412968,
-0.0735865,
-0.0150161,
-0.0176165,
-0.125521,
-0.00995002,
0.124759,
0.0415197,
0.0146162,
-0.0639295,
0.112721,
0.0541378,
0.263693,
0.0200364,
0.0479745,
-0.0385815,
0.00603287,
0.0273743,
0.0143801,
0.295317,
-0.00864399,
-0.00233923,
-0.000133037,
-0.0063071,
0.00721104,
0.00370135,
0.676133,
-0.783496,
0.570255,
-0.0474419,
0.000404052,
-0.0963826,
0.0372495,
0.0250427,
-0.0717468,
0.0397395,
-0.010116,
-0.00877515,
-1.74146,
-0.399295,
0.645283,
0.532077,
-0.0118577,
0.0681716,
0.010174,
1.35026,
-0.0201976,
-0.14387,
0.517519,
-0.055186,
0.0297223,
0.01598,
0.225211,
-0.00312732,
0.0231033,
-0.011516,
-0.0658886,
-0.017672,
-0.0596682,
-0.0191773,
-0.18034,
-0.0433215,
-0.701186,
-0.043991,
0.0185484,
-0.00962307,
0.013935,
0.00552711,
-0.0266534,
2.26698e-05,
-0.0592014,
0.911381,
0.154629,
1.48689,
1.12007,
-0.00337696,
0.0051873,
-0.014366,
0.415691,
-0.0471143,
-0.34553,
0.0873502,
0.00834223,
0.0356518,
0.188696,
-0.403656,
-0.0155404,
-0.0424902,
0.138092,
0.00561131,
-0.749151,
0.264817,
-1.20007,
-0.0221105,
-0.219555,
0.00693389,
-0.0137376,
2.0544,
0.157813,
-0.0421983,
-0.00978546,
0.0161628,
0.149546,
0.0840367,
0.0639585,
0.0015869,
0.00342683,
1.66894,
0.27699,
0.0155496,
0.0060651,
2.11183,
-0.474474,
-0.00288475,
-0.143788,
-0.486061,
0.0964041,
-0.0538806,
-0.00421798,
-0.74241,
-0.00164322,
0.167312,
0.0161505,
2.71129,
0.00763704,
-0.0242008,
-0.0538543,
0.138967,
-0.00883496,
2.69767,
-0.00708537,
0.0285715,
-0.0105022,
-0.379563,
0.106479,
-0.0419997,
0.181542,
2.76556,
-0.00499906,
0.00190369,
2.22529,
-0.0992087,
-0.00735825,
-0.0404801,
-0.569431,
2.58166,
-0.000876535,
0.186327,
0.134148,
-0.193707,
-0.000478925,
-0.0215639,
0.0516958,
-0.00697515,
0.035909,
-0.0569891,
0.0302889,
0.028786,
0.700197,
0.0673635,
0.000984537,
7.04527,
0.00367574,
0.00719333,
0.0904382,
0.834255,
0.0168584,
0.0629458,
5.72188,
-0.224357,
3.0599,
2.27327,
-0.569199,
1.15184,
0.0412283,
-0.514637,
0.0439245,
0.0313872,
1.31118,
-4.4528,
0.0838621,
0.0149674,
-0.192838,
0.033593,
-0.361692,
0.926976,
1.14973,
1.73492,
1.21154,
-0.398394,
0.184885,
-0.0165786,
0.407272,
1.57318,
1.47255,
-7.72795,
-0.0782507,
0.252058,
0.0096852,
1.17255,
0.839113,
0.611988,
1.36884,
1.25884,
7.42423,
0.916976,
2.77719,
0.0596349,
1.37472,
0.643466,
-0.180824,
3.41349,
0.0996912,
-0.0493133,
0.165035,
0.0439919,
-1.31165,
-11.72,
-0.29392,
-0.0114827,
-1.32544,
3.25723,
-1.14527,
0.906428,
2.64538,
-0.0077409,
-0.421383,
3.03206,
-0.0372222,
-0.817806,
-2.94078,
-0.0576638,
0.0798681,
3.52995,
-4.82107,
0.000581071,
0.00280025,
-0.0235468,
-0.954198,
-0.63136,
0.0389523,
0.500697,
-1.26963,
-0.954596,
1.67563,
-0.00162643,
0.149125,
-0.0246544,
5.00425,
-4.45152,
-0.0115472,
0.00628194,
-0.559122,
-0.0186279,
-0.340217,
0.0202581,
-0.547564,
-0.0149771,
-1.80277,
0.00652409,
-0.0024305,
1.33416,
0.288276,
-0.304002,
4.87105,
-6.93673,
4.55225,
-1.00983,
0.143704,
-0.434217,
2.15565,
-0.614599,
1.8762,
-4.95733,
0.373278,
1.30721,
0.55393,
5.5922,
0.422486,
5.12614,
-5.50653,
0.561822,
5.3947,
0.585128,
5.4442,
2.17983,
2.4991,
-7.34436,
-1.20164,
-2.62699,
7.96063,
5.48763,
10.9121,
1.89904,
-14.7502,
0.572278,
-4.14467,
40.412,
0.970244,
16.0797,
-4.99052,
-0.881139,
122.242,
86.4145,
1.15491,
-12.2302,
-2.89161,
41.1384,
-79.5624,
0.0771295,
-7.79624,
-0.175389,
-60.6811,
3.33753,
-1.38343,
-49.6032,
42.3716,
-13.7242,
5.18244,
-33.0859,
-10.8708,
-0.000199599,
0.000263161,
-0.000395779,
0.000778266,
-0.00124808,
-0.000242075,
0.000198543,
-0.000717466,
0.000776683,
0.000325781,
0.000320106,
-5.8603e-12,
4.07985e-12,
-8.84452e-13,
5.52611e-12,
2.21319e-13,
-3.79433e-12,
6.42954e-13,
7.07664e-12,
-6.43199e-12,
3.01952e-13,
1.04003e-11,
1.97715e-12,
1.79325e-12,
-2.10382e-12,
-8.70023e-12,
-2.85414e-12,
4.57228e-12,
-2.83099e-12,
7.0071e-12,
1.04791e-11,
-6.45881e-13,
-4.82324e-12,
2.35355e-12,
-9.58723e-12,
-1.33352e-11,
-1.14725e-11,
4.55787e-12,
-6.22649e-13,
3.57891e-12,
-4.63542e-12,
-1.19837e-12,
9.47119e-13,
2.29972e-13,
1.57204e-13,
-52.2573,
-20.5709,
3.26117e-13,
1.83131e-13,
-6.18466e-13,
-4.39759e-13,
9.16908e-14,
-5.9187e-13,
5.12397e-13,
2.233e-13,
3.36846e-13,
-2.89644e-13,
1.49893e-13,
-4.62097e-13,
4.56213e-13,
207.698,
2.34445e-13,
-3.9635e-13,
1.01187e-13,
-11.8166,
-103.405,
-21.489,
14.7956,
-4.07102,
0.0307568,
0.0280576,
0.0136457,
36.4871,
0.0168425,
-0.00100137,
-0.0010541,
-0.00184737,
0.00393554,
-0.00272584,
-0.000757834,
0.00254657,
0.00788655,
-9.49176,
-32.0357,
-0.00521296,
5.18102,
0.0105146,
0.000594347,
0.00231325,
-0.00218978,
-0.00856418,
0.0111462,
0.0245058,
-0.0157864,
-0.0108587,
0.0253024,
0.0312285,
0.0326396,
0.0343658,
0.0363376,
164.993,
0.0427506,
0.0355475,
0.0249715,
0.0342545,
0.0164807,
0.0377232,
-3.66359,
0.0107641,
0.0472287,
0.0056039,
0.0185172,
0.0381861,
0.0453901,
0.00474301,
0.0169591,
0.0054971,
0.00808437,
0.00565406,
0.0366432,
0.0122391,
34.3845,
0.0164743,
-4.31499e-05,
0.0013049,
-0.0220044,
0.00494448,
-83.0538,
0.00712932,
0.00202288,
0.00152664,
-0.0237389,
-0.00521091,
0.00159864,
-3.96565,
0.00643773,
0.0129598,
-0.0166619,
0.0067712,
-0.0125983,
-0.00710117,
-0.0273309,
-0.000713211,
0.00350191,
-0.0274507,
-0.0531635,
0.00460375,
-0.0228615,
40.7625,
0.00745504,
-0.0710686,
5.72633,
-0.0589735,
-0.000166974,
-0.0312994,
0.0197825,
-36.2251,
0.0202317,
0.0577489,
0.00161226,
0.00690367,
0.0828561,
0.0893746,
0.0515575,
0.964668,
10.0719,
-139.841,
0.101463,
6.40921,
-0.255248,
0.0838459,
0.23424,
0.150155,
0.0237724,
0.287034,
-0.187954,
0.105856,
0.12818,
0.000780917,
0.0825696,
0.087153,
-0.820145,
-0.116718,
0.00979691,
38.741,
-2.65146,
-0.337723,
0.0123919,
0.123454,
0.006601,
-0.334788,
0.00297281,
0.0124172,
-4.96728,
-0.126717,
0.00561654,
1.72636,
0.107914,
-0.000336557,
-0.0010131,
-0.210967,
0.00644835,
0.0212698,
-0.000949928,
0.0510638,
-0.577214,
0.00678355,
-0.00244342,
0.00472928,
0.00537942,
-0.210028,
-0.75824,
0.00475638,
-0.0760785,
0.00362647,
-0.00569695,
0.00324545,
0.0475046,
0.0028809,
25.252,
-5.85867,
-1.83019,
0.00563876,
0.00284777,
0.00776012,
-0.338418,
0.00297799,
-0.0126851,
-0.000243969,
