-1.36389e-06,
1.06194e-06,
-1.35834e-06,
-2.35908e-06,
-4.01951e-06,
-5.28898e-06,
2.94561e-06,
-5.76514e-07,
-3.04059e-06,
-2.47977e-06,
-2.73994e-06,
-2.25993e-06,
6.29285e-07,
1.01069e-07,
6.9443e-07,
3.91992e-07,
-1.09631e-05,
-4.81296e-06,
8.97799e-08,
-2.2265e-06,
-1.4033e-06,
-7.28643e-07,
1.58744e-06,
-1.18149e-07,
-4.13948e-06,
-1.03412e-06,
-4.05721e-07,
-1.64948e-07,
-1.59459e-06,
-1.13926e-06,
-4.691e-07,
-2.68937e-07,
6.03249e-07,
1.06405e-06,
-9.35444e-06,
-6.78491e-06,
7.59844e-07,
4.9573e-07,
-5.40894e-07,
7.04566e-08,
-1.60416e-07,
-1.98188e-07,
-1.85889e-07,
6.91288e-08,
-1.25281e-07,
8.88641e-08,
4.57441e-10,
-7.47388e-08,
1.79252e-08,
18.1065,
9.44147e-09,
-8.08285e-08,
-1.09685e-07,
11.977,
-24.2942,
7.26628,
30.8023,
30.7361,
-33.3111,
-33.293,
-33.328,
26.5259,
-33.2719,
-33.3032,
-33.3167,
-33.3278,
-33.2883,
-33.3283,
-33.3203,
-33.3099,
-33.268,
47.7858,
18.5006,
-33.3272,
25.4758,
-33.3013,
-33.318,
-33.2816,
-33.2641,
-33.3266,
-33.3115,
-33.4294,
-33.3229,
-33.2668,
-33.2955,
-33.1251,
-33.1409,
-33.4067,
-33.1559,
135.359,
-33.1745,
-33.1093,
-33.2655,
-33.3199,
-33.4382,
-33.1951,
30.831,
-33.1384,
-33.3901,
-33.1613,
-33.2868,
-33.209,
-33.2429,
-33.1817,
-33.0879,
-33.4211,
-33.4482,
-33.2252,
-33.3628,
-33.1225,
52.1596,
-33.1585,
-33.195,
-33.3098,
-33.2601,
-33.0858,
91.2411,
-33.4082,
-33.4484,
-33.3866,
-33.2186,
-33.4288,
-33.1789,
32.0397,
-33.1275,
-33.348,
-33.0842,
-33.2938,
-33.4486,
-33.2451,
-33.1607,
-33.2023,
-33.3898,
-33.4351,
-33.4067,
-33.3401,
-33.4211,
33.6054,
-33.2816,
-33.1209,
19.1154,
-33.1501,
-33.227,
-33.3927,
-33.1773,
16.5973,
-33.3366,
-33.2675,
-33.4085,
-33.2069,
-33.3585,
-33.4597,
-33.1514,
-40.9925,
-50.94,
-80.4577,
-33.3063,
5.0169,
-36.8757,
-33.2295,
-33.567,
-33.4015,
-35.0581,
-34.1818,
-33.7355,
-33.283,
-33.5399,
-33.144,
-33.0826,
-33.3723,
-7.03244,
-34.083,
-19.8838,
-20.4107,
-34.6796,
-34.3666,
-19.8759,
-33.1833,
-19.8893,
-33.6574,
-19.8926,
-19.8664,
-27.2652,
-33.3745,
-20.0028,
-8.25145,
-33.2084,
-19.8927,
-19.8832,
-33.2898,
-20.0069,
-33.0136,
-19.8891,
-33.0732,
-32.6691,
-20.0115,
-19.8929,
-19.8708,
-19.9985,
-33.0915,
-30.585,
-19.886,
-33.0844,
-19.8536,
-19.8917,
-20.0029,
-33.0887,
-19.9936,
-15.2014,
-21.7966,
-13.3801,
