-279.865,
-278.059,
-276.253,
-259.385,
-254.639,
-235.459,
-235.435,
-233.025,
-227.36,
-226.629,
-219.261,
-218.202,
-215.834,
-196.413,
-195.13,
-190.105,
-187.972,
-187.441,
-179.258,
-176.322,
-170.614,
-168.763,
-161.713,
-161.409,
-159.885,
-159.675,
-158.356,
-155.602,
-149.428,
-149.371,
-149.135,
-143.289,
-140.206,
-137.742,
-131.91,
-131.798,
-131.596,
-130.57,
-125.617,
-120.628,
-120.434,
-113.282,
-111.187,
-110.552,
-103.547,
-103.029,
-102.978,
-97.8163,
-97.2242,
-110.201,
-92.938,
-92.3829,
-91.8378,
-44.4639,
-97.4033,
-106.089,
-66.0656,
-27.1599,
-160.515,
-157.05,
-151.378,
-114.984,
-140.88,
-139.762,
-139.023,
-136.33,
-129.499,
-124.817,
-123.147,
-123.098,
-121.319,
-35.488,
-76.9983,
-114.031,
-121.425,
-111.375,
-109.737,
-105.278,
-103.878,
-103.855,
-98.0829,
-93.2637,
-92.6244,
-91.3751,
-89.9257,
-88.5146,
-86.1857,
-86.0141,
-84.0228,
-43.789,
-80.4515,
-79.1038,
-79.4119,
-79.0411,
-78.9547,
-76.9046,
-118.991,
-73.0559,
-73.2203,
-70.7981,
-70.3874,
-68.7743,
-68.9582,
-66.6876,
-66.3298,
-67.6686,
-64.6473,
-60.0493,
-59.7225,
-57.9887,
-69.4596,
-55.6032,
-55.2386,
-55.4932,
-50.8209,
-48.9402,
-33.3122,
-47.3384,
-45.9435,
-44.4628,
-42.3178,
-41.225,
-39.5537,
-96.4047,
-35.3285,
-36.384,
-31.1981,
-31.4009,
-27.2398,
-25.6882,
-20.3773,
-20.4056,
-21.4468,
-20.1206,
-17.2584,
-13.1092,
-13,
-1.47273,
-6.03719,
-4.63049,
-62.3559,
-0.604409,
-0.991365,
0.213636,
3.46325,
-15.9848,
9.13813,
18.2993,
18.5717,
21.763,
28.25,
32.9398,
36.9753,
33.8339,
37.2474,
47.6164,
37.6777,
-11.6477,
38.3512,
42.2544,
42.5505,
45.2586,
43.3901,
48.0192,
51.8438,
56.189,
57.5474,
60.8137,
62.8855,
61.5981,
38.0887,
62.5178,
20.9096,
58.8485,
63.1936,
64.2111,
24.5406,
69.9714,
24.8988,
68.3891,
28.0545,
28.678,
73.7217,
76.0454,
35.7014,
43.1193,
82.4695,
38.1057,
38.3929,
82.8741,
40.8211,
88.6509,
41.9604,
90.1287,
86.855,
46.3348,
47.816,
48.0977,
49.1009,
93.429,
92.8535,
54.0446,
98.5882,
55.0915,
56.0174,
56.2341,
102.959,
59.5349,
88.6527,
95.5587,
70.0322,
62.849,
63.5745,
64.274,
107.386,
67.1653,
108.206,
68.2106,
106.152,
68.7125,
117.704,
72.4374,
117.148,
72.5396,
73.437,
74.3923,
75.2363,
75.7261,
94.4058,
78.1251,
122.19,
118.242,
81.2909,
128.844,
83.0551,
84.4202,
85.152,
86.7998,
92.8997,
87.4947,
121.68,
88.2753,
119.47,
89.5675,
90.1961,
90.3049,
131.44,
133.016,
90.8921,
102.543,
92.2032,
93.8116,
131.745,
121.898,
143.368,
136.616,
99.1457,
99.5453,
102.339,
102.519,
137.355,
105.646,
106.041,
106.165,
151.752,
107.173,
138.656,
110.006,
147.911,
151.441,
147.738,
154.853,
141.483,
146.398,
113.956,
114.086,
114.577,
115.661,
158.955,
116.238,
119.086,
119.719,
150.314,
136.021,
122.67,
147.669,
128.438,
144.125,
125.917,
155.597,
155.214,
136.786,
127.686,
128.831,
129.158,
130.921,
132.6,
133.21,
134.175,
161.763,
135.367,
161.739,
164.689,
137.304,
137.134,
140.379,
142.669,
142.272,
169.436,
145.309,
145.413,
168.882,
172.68,
148.112,
148.293,
166.091,
149.549,
177.117,
165.091,
158.284,
156.027,
154.372,
153.985,
180.164,
181.593,
157.182,
181.193,
158.925,
178.515,
163.951,
164.971,
176.774,
166.019,
167.074,
168.29,
194.566,
189.664,
186.975,
187.527,
177.833,
196.923,
178.535,
200.63,
177.933,
177.617,
199.951,
181.294,
200.453,
197.419,
201.203,
201.994,
184.43,
193.935,
214.368,
208.006,
189.784,
190.665,
211.16,
198.804,
218.067,
208.866,
215.789,
199.609,
205.349,
200.74,
203.351,
222.504,
227.703,
223.363,
223.303,
235.46,
211.697,
213.377,
223.264,
230.304,
221.111,
232.516,
219.659,
249.528,
239.639,
237.39,
245.905,
246.649,
237.334,
248.218,
247.024,
246.767,
261.433,
271.353,
261.283,
258.78,
268.323,
281.353,
278.578,
291.367,
275.473,
281.038,
291.208,
295.627,
290.342,
326.692,
321.746,
318.633,
309.297,
317.265,
324.245,
356.066,
362.605,
323.972,
370.479,
351.232,
340.48,
346.478,
359.138,
334.411,
335.765,
393.088,
344.989,
365.059,
347.644,
364.828,
373.605,
355.751,
358.494,
379.831,
366.576,
366.433,
363.404,
379.675,
392.838,
364.356,
407.616,
400.658,
365.462,
367.527,
385.437,
417.578,
426.502,
381.754,
375.413,
390.487,
382.929,
378.906,
401.612,
380.339,
381.475,
400.43,
384.626,
399.464,
393.554,
387.868,
391.257,
401.392,
393.148,
403.962,
395.432,
394.971,
402.174,
412.404,
397.523,
397.761,
413.581,
447.14,
401.234,
401.707,
440.835,
410.646,
406.495,
405.323,
429.523,
456.241,
424.45,
437.775,
406.658,
462.767,
406.286,
408.925,
408.145,
413.544,
412.913,
413.12,
414.974,
429.327,
472.313,
427.283,
416.804,
424.465,
473.506,
418.176,
419.664,
419.732,
425.701,
421.389,
421.623,
421.807,
423.765,
424.552,
425.201,
468.234,
475.601,
473.201,
483.318,
428.36,
431.375,
429.149,
431.225,
431.368,
432.642,
433.224,
489.497,
453.127,
449.646,
445.019,
448.411,
437.204,
494.214,
438.878,
475.54,
439.767,
488.736,
447.038,
497.334,
442.34,
499.244,
487.918,
443.348,
444.209,
444.62,
450.077,
446.529,
491.622,
450.031,
477.621,
507.928,
499.354,
508.233,
453.024,
509.453,
454.027,
454.886,
456.143,
458.224,
502.88,
469.944,
510.524,
468.842,
468.344,
462.789,
463.46,
463.237,
513.413,
519.633,
479.361,
521.466,
464.719,
521.857,
518.493,
515.545,
468.311,
524.474,
507.014,
470.029,
514.725,
526.466,
518.414,
530.158,
525.349,
474.917,
477.007,
511.372,
533.449,
534.522,
478.985,
479.661,
530.345,
537.467,
537.934,
482.396,
483.028,
492.209,
539.006,
540.941,
486.318,
494.398,
535.305,
488.424,
542.529,
507.032,
544.807,
542.284,
549.018,
536.444,
550.028,
550.674,
551.295,
505.931,
496.227,
552.935,
535.545,
552.81,
555.311,
526.247,
501.704,
557.934,
560.737,
553.68,
559.523,
561.409,
561.76,
512.936,
565.29,
508.263,
515.547,
563.542,
568.156,
569.278,
560.736,
547.388,
571.828,
567.357,
572.043,
527.471,
572.98,
572.495,
573.831,
575.151,
575.566,
561.35,
576.783,
575.899,
541.475,
578.99,
581.593,
529.935,
585.438,
584.919,
585.453,
567.528,
586.955,
587.791,
537.16,
587.442,
561.229,
569.043,
588.69,
549.766,
596.754,
588.564,
599.805,
599.713,
579.837,
545.589,
604.291,
605.473,
605.421,
607.366,
593.442,
568.802,
588.518,
585.234,
561.017,
596.95,
616.464,
619.45,
599.538,
586.414,
599.319,
561.215,
624.778,
607.814,
629.829,
603.914,
592.395,
609.493,
584.296,
616.39,
577.937,
552.037,
542.978,
640.397,
537.013,
610.116,
621.84,
629.304,
535.672,
647.562,
621.281,
649.886,
534.741,
576.489,
634.139,
653.257,
561.115,
641.804,
551.276,
610.373,
598.345,
544.08,
635.936,
652.5,
662.741,
646.151,
541.742,
633.951,
553.748,
667.162,
577.183,
670.589,
670.552,
674.457,
659.955,
650.969,
675.829,
635.841,
569.692,
558.579,
624.152,
682.809,
604.565,
683.763,
687.888,
551.49,
684.369,
678.615,
671.108,
693.063,
662.242,
696.096,
593.521,
697.64,
576.359,
700.116,
703.62,
655.628,
701.816,
693.952,
638.988,
574.242,
721.996,
693.792,
603.358,
591.22,
626.095,
721.247,
672.022,
590.28,
694.022,
626.1,
611.586,
664.49,
725.941,
753.677,
605.774,
748.448,
654.133,
626.757,
640.169,
701.121,
767.837,
620.995,
732.637,
760.854,
692.1,
647.601,
666.41,
784.001,
636.097,
731.148,
656.238,
671.412,
