-279.865,
-278.059,
-276.253,
-259.385,
-254.639,
-235.459,
-235.435,
-233.025,
-227.36,
-226.629,
-219.261,
-218.202,
-215.834,
-196.413,
-195.13,
-190.105,
-187.972,
-187.441,
-179.258,
-176.322,
-170.614,
-168.763,
-161.713,
-161.409,
-159.885,
-159.675,
-158.356,
-155.602,
-149.428,
-149.371,
-149.135,
-143.289,
-140.206,
-137.742,
-131.91,
-131.798,
-131.596,
-130.57,
-125.617,
-120.628,
-120.434,
-113.282,
-111.187,
-110.552,
-103.547,
-103.029,
-102.978,
-97.8163,
-97.2242,
-102.955,
-92.938,
-92.3829,
-91.8378,
-7.44673,
-82.1093,
-85.9602,
-42.2519,
-3.08296,
-148.231,
-144.778,
-139.081,
-92.247,
-128.623,
-127.484,
-126.734,
-124.033,
-117.232,
-112.519,
-110.855,
-110.815,
-109.067,
-9.91495,
-54.9293,
-101.734,
-99.0106,
-99.1012,
-97.4486,
-93.0189,
-91.6318,
-91.5591,
-85.7996,
-80.8964,
-80.333,
-79.1277,
-77.6577,
-76.3646,
-74.0251,
-73.662,
-71.8516,
-12.6078,
-68.2669,
-66.9634,
-67.1655,
-66.7534,
-66.581,
-64.7056,
-97.869,
-60.8976,
-60.8787,
-58.6244,
-58.1221,
-56.5664,
-56.7239,
-54.5,
-54.2015,
-55.3069,
-52.2673,
-47.8297,
-47.3983,
-45.8401,
-46.6097,
-43.4336,
-43.0445,
-43.203,
-38.567,
-36.8127,
-5.26999,
-34.9842,
-33.5622,
-32.1213,
-30.1017,
-28.8568,
-27.3731,
-77.6926,
-23.1782,
-24.0682,
-19.0712,
-19.1162,
-14.857,
-13.4405,
-8.21104,
-8.20216,
-9.10463,
-7.74666,
-4.90342,
-0.795964,
-0.634998,
21.129,
6.24193,
7.51122,
-46.9463,
11.5563,
11.242,
12.5546,
15.6462,
1.03073,
21.4472,
30.5612,
30.9065,
33.9691,
40.5527,
45.2563,
49.1302,
45.1408,
47.012,
55.296,
49.944,
1.57936,
50.3542,
54.4701,
54.8518,
57.539,
55.6636,
60.3375,
64.1294,
68.4301,
69.8141,
72.9771,
74.9988,
73.8522,
50.868,
74.8169,
26.1631,
71.2084,
75.1752,
76.44,
29.7893,
82.1749,
30.1559,
80.6836,
33.3138,
33.9208,
86.0563,
88.303,
41.0253,
53.5033,
94.7028,
43.3651,
43.6458,
95.145,
46.1475,
100.728,
47.2173,
102.263,
99.0784,
51.6637,
53.0754,
53.3425,
54.4225,
105.679,
105.032,
59.2985,
110.823,
60.3272,
61.2756,
61.5582,
115.147,
64.8541,
100.984,
107.941,
77.7958,
68.0966,
68.896,
69.5321,
119.542,
72.4928,
120.302,
73.4498,
118.282,
74.0302,
129.797,
77.6913,
129.37,
77.864,
78.7684,
79.6589,
80.4804,
81.0468,
104.369,
83.4397,
134.376,
130.266,
86.5905,
140.969,
88.304,
89.6987,
90.3858,
92.1236,
98.8973,
92.732,
133.566,
93.5368,
131.039,
94.8966,
95.523,
95.6365,
143.338,
145.064,
96.2116,
109.973,
97.5076,
99.0579,
143.595,
132.369,
155.544,
148.348,
104.376,
104.825,
107.573,
107.777,
149.076,
110.973,
111.342,
111.484,
163.962,
112.504,
150.059,
115.229,
159.501,
163.192,
159.297,
166.753,
152.216,
158.081,
119.186,
119.414,
119.827,
120.953,
171.032,
121.512,
124.411,
125.028,
161.974,
142.772,
127.882,
157.173,
133.368,
152.135,
131.157,
168.34,
166.142,
142.35,
132.862,
134.151,
134.453,
136.193,
137.91,
138.544,
139.294,
174.857,
140.57,
171.526,
176.224,
142.547,
142.471,
145.701,
147.691,
147.611,
182.663,
150.606,
150.724,
177.001,
182.801,
153.385,
153.624,
171.665,
154.757,
188.958,
170.152,
163.149,
160.752,
159.273,
159.307,
193.328,
192.178,
162.516,
189.887,
164.041,
184.698,
169.292,
170.288,
181.585,
171.316,
172.331,
173.617,
207.427,
196.486,
191.431,
191.578,
182.542,
205.918,
183.347,
211.328,
182.958,
182.951,
207.29,
186.614,
204.395,
201.972,
203.892,
206.994,
189.625,
198.614,
226.644,
213.713,
195.123,
195.993,
213.332,
203.737,
225.244,
213.55,
219.047,
204.931,
210.04,
206.076,
208.475,
228.129,
235.889,
227.373,
224.942,
245.209,
217.029,
218.703,
227.867,
231.587,
225.977,
234.831,
224.728,
260.6,
243.672,
238.172,
251.377,
248.965,
242.327,
249.253,
247.058,
251.475,
264.32,
277.578,
261.3,
257.987,
269.216,
289.513,
282.334,
301.244,
273.596,
279.865,
292.615,
295.062,
287.593,
333.581,
326.526,
320.914,
305.581,
314.881,
323.821,
363.253,
364.395,
316.316,
374.478,
348.978,
335.704,
342.745,
358.678,
326.694,
328.188,
398.169,
337.209,
360.041,
340.161,
358.995,
369.904,
347.923,
350.884,
375.002,
358.718,
358.702,
356.116,
373.476,
389.958,
356.939,
408.392,
399.568,
358.168,
360.222,
379.733,
419.696,
429.658,
373.937,
367.922,
383.989,
375.113,
371.625,
396.828,
372.972,
374.15,
394.635,
377.009,
392.739,
385.913,
380.571,
383.495,
394.424,
385.737,
396.622,
387.945,
387.682,
394.409,
405.732,
390.165,
390.451,
406.392,
446.895,
393.954,
394.374,
439.07,
403.145,
398.61,
397.769,
424.717,
457.168,
418.298,
434.321,
399.228,
456.772,
398.99,
401.266,
400.749,
405.728,
405.436,
405.794,
407.668,
422.159,
466.277,
419.696,
409.443,
416.634,
467.53,
410.876,
412.239,
412.337,
417.67,
414.105,
414.334,
414.513,
416.35,
417.231,
417.861,
465.979,
474.918,
471.702,
477.361,
420.943,
423.352,
421.741,
423.84,
424.059,
425.227,
425.867,
483.499,
446.823,
442.435,
436.875,
440.541,
429.876,
488.15,
431.458,
471.613,
432.455,
486.84,
438.643,
491.385,
434.936,
493.21,
485.193,
436.007,
436.794,
437.238,
441.737,
439.21,
488.042,
442.717,
471.771,
501.957,
496.332,
502.291,
445.601,
503.449,
446.693,
447.559,
448.753,
450.818,
499.215,
461.697,
505.319,
459.994,
459.359,
455.469,
456.046,
455.922,
508.505,
513.687,
471.759,
515.406,
457.389,
515.825,
513.116,
511.207,
460.916,
518.491,
502.207,
462.704,
510.162,
520.894,
513.978,
524.213,
520.221,
467.588,
469.604,
505.526,
527.728,
528.627,
471.669,
472.242,
525.371,
531.408,
531.909,
475.07,
475.706,
483.015,
533.166,
534.967,
478.988,
484.365,
530.298,
481.016,
536.955,
499.284,
538.883,
536.925,
542.84,
531.154,
543.844,
544.605,
545.102,
497.109,
488.9,
546.923,
529.597,
547.032,
549.138,
518.758,
494.385,
551.975,
554.567,
548.319,
553.641,
555.364,
555.651,
502.107,
559.111,
500.938,
505.569,
557.872,
561.99,
563.274,
555.11,
540.063,
565.653,
561.812,
565.924,
518.401,
566.792,
566.429,
567.683,
568.982,
569.405,
555.061,
570.586,
569.968,
532.491,
573.163,
575.546,
518.43,
579.257,
578.924,
579.34,
560.26,
580.782,
581.638,
526.99,
581.762,
551.974,
560.247,
583.109,
539.953,
590.711,
582.38,
593.64,
593.765,
571.415,
534.596,
598.161,
599.294,
599.593,
601.174,
586.299,
558.458,
578.951,
575.1,
550.676,
588.76,
610.44,
613.283,
590.162,
575.694,
588.697,
550.582,
618.827,
597.235,
623.647,
592.535,
581.138,
597.975,
573.199,
604.454,
566.759,
542.911,
534.692,
634.388,
529.551,
598.253,
609.454,
615.942,
529.166,
641.611,
608.978,
643.868,
529.16,
566.71,
620.878,
647.277,
552.855,
627.503,
544.24,
598.576,
587.041,
538.174,
622.909,
637.571,
656.786,
632.379,
537.147,
621.306,
547.769,
651.689,
568.939,
664.587,
664.576,
668.501,
645.665,
637.55,
669.808,
623.442,
563.164,
553.557,
612.419,
676.837,
594.252,
677.802,
671.898,
547.68,
678.383,
663.788,
657.178,
687.099,
649.106,
690.086,
585.679,
691.666,
571.175,
694.118,
697.635,
643.295,
686.683,
679.55,
627.656,
570.8,
706.479,
680.172,
596.433,
586.183,
616.506,
706.818,
660.208,
586.413,
681.506,
617.896,
605.567,
653.352,
712.831,
738.731,
601.419,
734.627,
643.88,
620.16,
631.466,
690.126,
753.522,
615.986,
721.639,
748.977,
681.429,
638.751,
655.674,
770.68,
630.134,
722.319,
646.1,
658.888,
786.389,
680.43,
766.205,
